family,scientificName,document,field,reference
BROMELIACEAE,"Cryptanthus leopoldo-horstii",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Cryptanthus leopoldo-horstii",assessment,,"SANO, E.E.; ROSA; R.; BRITO, J.L.S.; FERREIRA, L.G. Mapeamento do uso do solo e cobertura vegetal - Bioma Cerrado: ano base 2002. Brasília-DF . MMA/Série Biodiversidades, v.36. 2010. 96 p."
BROMELIACEAE,"Dyckia argentea",assessment,,"FORZZA, R.C.; COSTA, A.; SIQUEIRA FILHO, J.A.; MARTINELLI, G.; MONTEIRO, R.F.; SANTOS-SILVA, F.; SARAIVA, D. P.; PAIXÃO-SOUZA, B.; LOUZADA, R.B.; VERSIEUX, L. 2013. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. (http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5891)."
BROMELIACEAE,"Dyckia argentea",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Dyckia argentea",assessment,,"SANO, E.E.; ROSA; R.; BRITO, J.L.S.; FERREIRA, L.G. Mapeamento do uso do solo e cobertura vegetal - Bioma Cerrado: ano base 2002. Brasília-DF . MMA/Série Biodiversidades, v.36. 2010. 96 p."
BROMELIACEAE,"Dyckia brachyphylla",assessment,,"FORZZA, R.C.; COSTA, A.; SIQUEIRA FILHO, J.A.; MARTINELLI, G.; MONTEIRO, R.F.; SANTOS-SILVA, F.; SARAIVA, D. P.; PAIXÃO-SOUZA, B.; LOUZADA, R.B.; VERSIEUX, L. 2013. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. (http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5891)."
BROMELIACEAE,"Dyckia brachyphylla",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Dyckia brachyphylla",assessment,,"SANO, E.E.; ROSA; R.; BRITO, J.L.S.; FERREIRA, L.G. Mapeamento do uso do solo e cobertura vegetal - Bioma Cerrado: ano base 2002. Brasília-DF . MMA/Série Biodiversidades, v.36. 2010. 96 p."
BROMELIACEAE,"Dyckia bracteata",assessment,,"FORZZA, R.C.; COSTA, A.; SIQUEIRA FILHO, J.A.; MARTINELLI, G.; MONTEIRO, R.F.; SANTOS-SILVA, F.; SARAIVA, D. P.; PAIXÃO-SOUZA, B.; LOUZADA, R.B.; VERSIEUX, L. 2013. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. (http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5891)."
BROMELIACEAE,"Dyckia bracteata",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Dyckia densiflora",assessment,,"FORZZA, R.C.; COSTA, A.; SIQUEIRA FILHO, J.A.; MARTINELLI, G.; MONTEIRO, R.F.; SANTOS-SILVA, F.; SARAIVA, D. P.; PAIXÃO-SOUZA, B.; LOUZADA, R.B.; VERSIEUX, L. 2013. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. (http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5891)."
BROMELIACEAE,"Dyckia densiflora",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Dyckia densiflora",assessment,,"SOUZA, V.C.; LORENZI, H. Botânica Sistemática: Guia ilustrado para identificação das famílias de Fanerógramas nativas e exóticas no Brasil, baseado em APG II. Nova Odessa-SP: Instituto Plantarum, 2ª edição, 2008. 704p."
BROMELIACEAE,"Dyckia elongata",assessment,,"FORZZA, R.C.; COSTA, A.; SIQUEIRA FILHO, J.A.; MARTINELLI, G.; MONTEIRO, R.F.; SANTOS-SILVA, F.; SARAIVA, D. P.; PAIXÃO-SOUZA, B.; LOUZADA, R.B.; VERSIEUX, L. 2013. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. (http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5891)."
BROMELIACEAE,"Dyckia elongata",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Dyckia mello-barretoi",assessment,,"FORZZA, R.C.; COSTA, A.; SIQUEIRA FILHO, J.A.; MARTINELLI, G.; MONTEIRO, R.F.; SANTOS-SILVA, F.; SARAIVA, D. P.; PAIXÃO-SOUZA, B.; LOUZADA, R.B.; VERSIEUX, L. 2013. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. (http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5891)."
BROMELIACEAE,"Dyckia mello-barretoi",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Dyckia pectinata",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Dyckia pectinata",assessment,,"FORZZA, R.C.; COSTA, A.; SIQUEIRA FILHO, J.A.; MARTINELLI, G.; MONTEIRO, R.F.; SANTOS-SILVA, F.; SARAIVA, D. P.; PAIXÃO-SOUZA, B.; LOUZADA, R.B.; VERSIEUX, L. 2013. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. (http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5891)"
BROMELIACEAE,"Dyckia pectinata",assessment,,"SANO, E.E.; ROSA; R.; BRITO, J.L.S.; FERREIRA, L.G. Mapeamento do uso do solo e cobertura vegetal - Bioma Cerrado: ano base 2002. Brasília-DF . MMA/Série Biodiversidades, v.36. 2010. 96 p."
BROMELIACEAE,"Dyckia pectinata",assessment,,"SOUZA, V.C.; LORENZI, H. Botânica Sistemática: Guia ilustrado para identificação das famílias de Fanerógramas nativas e exóticas no Brasil, baseado em APG II. Nova Odessa-SP: Instituto Plantarum, 2ª edição, 2008. 704p."
BROMELIACEAE,"Encholirium reflexum",assessment,,"FORZZA, R.C.; COSTA, A.; SIQUEIRA FILHO, J.A.; MARTINELLI, G.; MONTEIRO, R.F.; SANTOS-SILVA, F.; SARAIVA, D. P.; PAIXÃO-SOUZA, B.; LOUZADA, R.B.; VERSIEUX, L. 2013. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. (http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5891)"
BROMELIACEAE,"Encholirium reflexum",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Lapanthus itambensis",assessment,,"FORZZA, R.C.; COSTA, A.; SIQUEIRA FILHO, J.A.; MARTINELLI, G.; MONTEIRO, R.F.; SANTOS-SILVA, F.; SARAIVA, D. P.; PAIXÃO-SOUZA, B.; LOUZADA, R.B.; VERSIEUX, L. 2013. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. (http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5891)"
BROMELIACEAE,"Lapanthus itambensis",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Orthophytum mello-barretoi",assessment,,"FORZZA, R.C.; COSTA, A.; SIQUEIRA FILHO, J.A.; MARTINELLI, G.; MONTEIRO, R.F.; SANTOS-SILVA, F.; SARAIVA, D. P.; PAIXÃO-SOUZA, B.; LOUZADA, R.B.; VERSIEUX, L. 2013. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. (http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5891)"
BROMELIACEAE,"Orthophytum mello-barretoi",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Orthophytum mello-barretoi",assessment,,"MMA/ICMBio. Plano de Manejo para o Parque Nacional da Serra do Cipó e Área de Proteção Ambiental Morro da Pedreira. Disponível em: <http://www.icmbio.gov.br/portal/images/stories/imgs-unidades-coservacao/Encarte%201_c.pdf>. 2009. Acessado em: 03 set. 2013."
BROMELIACEAE,"Orthophytum mello-barretoi",assessment,,"SCHOBER, J. Preservação e uso racional do único bioma exclusivamente nacional. Ciência e Cultura, v. 54, n. 2, p. 6-7, 2002."
BROMELIACEAE,"Orthophytum schulzianum",assessment,,"AZEVEDO, A.A.; ARAÚJO, H.R. Processo de Estruturação da Gestão do Uso Público da Gruta do Salitre, Diamantina, Minas Gerais. 31º Congresso Brasileiro de Espeleologia. Anais… Ponta Grossa, PR – Sociedade Brasileira de Espeleologia (SEB). 201-208. Disponível em <http://www.sbe.com.br/anais31cbe/31cbe_201-208.pdf> ., 2011."
BROMELIACEAE,"Orthophytum schulzianum",assessment,,"FORZZA, R.C.; COSTA, A.; SIQUEIRA FILHO, J.A.; MARTINELLI, G.; MONTEIRO, R.F.; SANTOS-SILVA, F.; SARAIVA, D. P.; PAIXÃO-SOUZA, B.; LOUZADA, R.B.; VERSIEUX, L. 2013. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. (http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5891)"
BROMELIACEAE,"Orthophytum schulzianum",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Orthophytum schulzianum",assessment,,"SANO, E.E.; ROSA; R.; BRITO, J.L.S.; FERREIRA, L.G. Mapeamento do uso do solo e cobertura vegetal - Bioma Cerrado: ano base 2002. Brasília-DF . MMA/Série Biodiversidades, v.36. 2010. 96 p."
BROMELIACEAE,"Pitcairnia curvidens",assessment,,"FORZZA, R.C.; COSTA, A.; SIQUEIRA FILHO, J.A.; MARTINELLI, G.; MONTEIRO, R.F.; SANTOS-SILVA, F.; SARAIVA, D. P.; PAIXÃO-SOUZA, B.; LOUZADA, R.B.; VERSIEUX, L. 2013. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. (http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5891)"
BROMELIACEAE,"Pitcairnia curvidens",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Tillandsia copynii",assessment,,"FORZZA, R.C.; COSTA, A.; SIQUEIRA FILHO, J.A.; MARTINELLI, G.; MONTEIRO, R.F.; SANTOS-SILVA, F.; SARAIVA, D. P.; PAIXÃO-SOUZA, B.; LOUZADA, R.B.; VERSIEUX, L. 2013. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. (http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5891)"
BROMELIACEAE,"Tillandsia copynii",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Tillandsia sprengeliana",assessment,,"FORZZA, R.C.; COSTA, A.; SIQUEIRA FILHO, J.A.; MARTINELLI, G.; MONTEIRO, R.F.; SANTOS-SILVA, F.; SARAIVA, D. P.; PAIXÃO-SOUZA, B.; LOUZADA, R.B.; VERSIEUX, L. 2013. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. (http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5891)"
BROMELIACEAE,"Tillandsia sprengeliana",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Vriesea densiflora",assessment,,"FORZZA, R.C.; COSTA, A.; SIQUEIRA FILHO, J.A.; MARTINELLI, G.; MONTEIRO, R.F.; SANTOS-SILVA, F.; SARAIVA, D. P.; PAIXÃO-SOUZA, B.; LOUZADA, R.B.; VERSIEUX, L. 2013. Bromeliaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. (http://reflora.jbrj.gov.br/jabot/floradobrasil/FB5891)"
BROMELIACEAE,"Vriesea densiflora",assessment,,"WANDERLEY, M.G.L.; LOUZADA, R.B.; SOUSA, G.M.; LIMA, T.T.; VERSIEUX, L.M. Bromeliaceae In: GIULIETTI, A. M.; RAPINI, A.; ANDRADE, M. J. G.; QUEIROZ, L. P. DE; SILVA, J. M. C. D. (Eds.). Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 2009. p. 496."
BROMELIACEAE,"Vriesea densiflora",assessment,,"SANO, E.E.; ROSA; R.; BRITO, J.L.S.; FERREIRA, L.G. Mapeamento do uso do solo e cobertura vegetal - Bioma Cerrado: ano base 2002. Brasília-DF . MMA/Série Biodiversidades, v.36. 2010. 96 p."
BROMELIACEAE,"Vriesea densiflora",assessment,,"VERSIEUX, L.M. Checklist and one new species of Bromeliaceae from Pico do Itambé, Minas Gerais, Brazil. Botanical Journal of the Linnean Society, v. 158, n. 709–715, 2008."
TURNERACEAE,"Turnera coriacea",assessment,,"Arbo, M. M. Turneraceae 2013. In Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em: http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB240."
TURNERACEAE,"Turnera coriacea",assessment,,"Arbo, M. M. 2005. Estudios sistemáticos en Turnera (Turneraceae). III. Series Anomalae y Turnera. Bonplandia, 14 (3- 4): 115-318. "
TURNERACEAE,"Turnera coriacea",assessment,,"Pinto, L. G.; Oliveira, F. F. D.; Andrade, M. D. A.; Pedrosa, H. F.; Santana, W. A. D.; Figueiredo, M. D. A. 2008. Atividade Erosiva em Trilhas de Unidades de Conservação: Estudo de Caso no Parque Nacional da Serra do Cipó, Minas Gerais, Brasil. E-Scientia, 1(1).  "
TURNERACEAE,"Turnera coriacea",assessment,,"Ribeiro, K. T.; Fillipo, D. C. da; Paiva, C. L.; Madeira, J. A.; Nascimento, J. S. 2005. Ocupação por Brachiaria spp. (Poaceae) no Parque Nacional da Serra do Cipó e infestação decorrente da obra de pavimentação da rodovia MG-010, na APA Morro da Pedreira, Minas Gerais. 1º Simpósio Brasileiro sobre espécies exóticas invasoras. Brasília. Disponível em: < http://www.mma.gov.br/estruturas/174/_arquivos/174_05122008113143.pdf>. "
CYPERACEAE,"Scleria cuyabensis",assessment,,"Alves, M.; Araújo, A.C.; Hefler, S.M.; Trevisan, R.; Silveira, G.H.; Luz, C.L. 2013. Cyperaceae in Lista de Espécies da Flora do Brasil. Jardim Botânico do Rio de Janeiro. Disponível em http://floradobrasil.jbrj.gov.br/jabot/floradobrasil/FB100"
CYPERACEAE,"Scleria cuyabensis",assessment,,"Alves M., Araújo, A.C.; Vitta, F. Cyperaceae. In: Giulietti, A. M.; Rapini, A.; Andrade, M. J. G.; Queiroz, L. P. de; Silva, J. M. C. D. (Eds.). 2009. Plantas Raras do Brasil. Belo Horizonte: Conservaçao Internacional; Univesidade Estadual de Feira de Santana, 496p."
CYPERACEAE,"Scleria cuyabensis",assessment,,"MMA/ICMBio. 2009b.Plano de Manejo Parque Nacional Chapada dos Veadeiros. Brasília, DF. Presente em: <http://www.icmbio.gov.br/portal/images/stories/imgs-unidades-coservacao/pm_chapada_dos_veadeiros_1.pdf>.,  Acessado em 03 setembro de 2013."
