family,scientificNameWithoutAuthorship,scientificNameAuthorship
LYCOPODIACEAE,"Huperzia martii","(Wawra) Holub"
LYCOPODIACEAE,"Huperzia mollicoma","(Spring) Holub"
LYCOPODIACEAE,"Huperzia mooreana","(Baker) Holub"
LYCOPODIACEAE,"Huperzia nuda","(Nessel) B.Ollg. & P.G.Windisch"
LYCOPODIACEAE,"Huperzia quadrifariata","(Bory) Rothm."
LYCOPODIACEAE,"Huperzia regnellii","(Maxon) B.Ollg. & P.G.Windisch"
LYCOPODIACEAE,"Huperzia rubra","(Cham. & Schltdl.) Rothm."
LYCOPODIACEAE,"Huperzia sellowiana","(Herter) B.Ollg."
LYCOPODIACEAE,"Huperzia taxifolia","(Sw.) Trevis."
LYCOPODIACEAE,"Huperzia treitubensis","(Silveira) B.Ollg."
LYCOPODIACEAE,"Lycopodiella benjaminiana",P.G.Windisch
LYCOPODIACEAE,"Lycopodiella bradei","(Herter) B.øllg."
LYCOPODIACEAE,"Lycopodium jussiaei",Poir.
LYTHRACEAE,"Cuphea acinifolia",A.St.-Hil.
LYTHRACEAE,"Cuphea adenophylla",T.B.Cavalc.
LYTHRACEAE,"Cuphea aperta",Koehne
LYTHRACEAE,"Cuphea arenarioides",A.St.-Hil.
LYTHRACEAE,"Cuphea bahiensis","(Lour.) T.B.Cavalc. & S.A.Graham"
LYTHRACEAE,"Cuphea cipoensis",T.B.Cavalc.
LYTHRACEAE,"Cuphea cuiabensis",Koehne
LYTHRACEAE,"Cuphea glaziovii",Koehne
LYTHRACEAE,"Cuphea lindmaniana",Bacig.
LYTHRACEAE,"Cuphea lutescens",Koehne
LYTHRACEAE,"Cuphea melvilla",Lindl.
LYTHRACEAE,"Cuphea repens",Koehne
LYTHRACEAE,"Cuphea rubro-virens",T.B.Cavalc.
LYTHRACEAE,"Cuphea teleandra",Lourteig
LYTHRACEAE,"Cuphea linarioides","Cham. & Schltdl."
LYTHRACEAE,"Diplusodon aggregatifolius",T.B.Cavalc.
LYTHRACEAE,"Diplusodon argyrophyllus",T.B.Cavalc.
LYTHRACEAE,"Diplusodon ericoides",Lourteig
LYTHRACEAE,"Diplusodon glaziovii",Koehne
LYTHRACEAE,"Diplusodon gracilis",Koehne
LYTHRACEAE,"Diplusodon hatschbachii",Lourteig
LYTHRACEAE,"Diplusodon kielmeyeroides",A.St.-Hil.
LYTHRACEAE,"Diplusodon minasensis",Lourteig
LYTHRACEAE,"Diplusodon orbicularis",Koehne
LYTHRACEAE,"Diplusodon ovatus",Pohl
LYTHRACEAE,"Diplusodon panniculatus",Koehne
LYTHRACEAE,"Diplusodon retroimbricatus",Koehne
LYTHRACEAE,"Diplusodon vidalii",Lourteig
LYTHRACEAE,"Diplusodon villosissimus",Pohl
LYTHRACEAE,"Lafoensia nummularifolia",A.St.-Hil.
LYTHRACEAE,"Lafoensia pacari",A.St.-Hil.
LYTHRACEAE,"Lafoensia vandelliana subsp. replicata","(Pohl) Lourteig"
LYTHRACEAE,"Physocalymma scaberrimum",Pohl
MAGNOLIACEAE,"Magnolia ovata","(A.St.-Hil.) Spreng."
MALPIGHIACEAE,"Diplopterys sepium","(A.Juss.) W.R.Anderson & C.C.Davis"
MALPIGHIACEAE,"Diplopterys virgultosa","(A.Juss.) W.R.Anderson & C.C.Davis"
MALPIGHIACEAE,"Aspicarpa harleyi",W.R.Anderson
MALPIGHIACEAE,"Banisteriopsis andersonii",B.Gates
MALPIGHIACEAE,"Banisteriopsis basifixa",B.Gates
MALPIGHIACEAE,"Banisteriopsis cipoensis",B.Gates
MALPIGHIACEAE,"Banisteriopsis hatschbachii",B.Gates
MALPIGHIACEAE,"Banisteriopsis hirsuta",B.Gates
MALPIGHIACEAE,"Banisteriopsis magdalenensis",B.Gates
MALPIGHIACEAE,"Banisteriopsis parviflora","(A.Juss.) B.Gates"
MALPIGHIACEAE,"Banisteriopsis pseudojanusia","(Nied.) B.Gates"
MALPIGHIACEAE,"Banisteriopsis sellowiana","(A.Juss.) B.Gates"
MALPIGHIACEAE,"Barnebya dispar","(Griseb.) W.R.Anderson & B.Gates"
MALPIGHIACEAE,"Bunchosia acuminata",Dobson
MALPIGHIACEAE,"Bunchosia itacarensis",W.R.Anderson
MALPIGHIACEAE,"Bunchosia macilenta",Dobson
MALPIGHIACEAE,"Bunchosia maritima","(Vell.) J.F.Macbr."
MALPIGHIACEAE,"Bunchosia pallescens",Skottsb.
MALPIGHIACEAE,"Bunchosia pernambucana",W.R.Anderson
MALPIGHIACEAE,"Byrsonima alvimii",W.R.Anderson
MALPIGHIACEAE,"Byrsonima bahiana",W.R.Anderson
MALPIGHIACEAE,"Byrsonima blanchetiana",Miq.
MALPIGHIACEAE,"Byrsonima brachybotrya",Nied.
MALPIGHIACEAE,"Byrsonima cacaophila",W.R.Anderson
MALPIGHIACEAE,"Byrsonima cipoensis",Mamede
MALPIGHIACEAE,"Byrsonima coccolobifolia",Kunth
MALPIGHIACEAE,"Byrsonima fonsecae",W.R.Anderson
MALPIGHIACEAE,"Byrsonima japurensis",A.Juss.
MALPIGHIACEAE,"Byrsonima lanulosa",W.R.Anderson
MALPIGHIACEAE,"Byrsonima macrophylla","(Pers.) W.R.Anderson"
MALPIGHIACEAE,"Byrsonima microphylla",A.Juss.
MALPIGHIACEAE,"Byrsonima morii",W.R.Anderson
MALPIGHIACEAE,"Byrsonima onishiana",W.R.Anderson
MALPIGHIACEAE,"Byrsonima rigida",A.Juss.
MALPIGHIACEAE,"Byrsonima variabilis",A.Juss.
MALPIGHIACEAE,"Camarea affinis",A.St.-Hil.
MALPIGHIACEAE,"Camarea axillaris",A.St.-Hil.
MALPIGHIACEAE,"Camarea elongata",Mamede
MALPIGHIACEAE,"Camarea ericoides",A.St.-Hil.
MALPIGHIACEAE,"Camarea hirsuta",A.St.-Hil.
MALPIGHIACEAE,"Camarea humifusa",W.R.Anderson
MALPIGHIACEAE,"Camarea linearifolia",A.St.-Hil.
MALPIGHIACEAE,"Carolus chlorocarpus","(A.Juss.) W.R.Anderson"
MALPIGHIACEAE,"Diplopterys amplectens","(B.Gates) W.R.Anderson & C.C.Davis"
MALPIGHIACEAE,"Diplopterys cachimbensis","(B.Gates) W.R.Anderson & C.C.Davis"
MALPIGHIACEAE,"Diplopterys patula","(B.Gates) W.R.Anderson & C.C.Davis"
MALPIGHIACEAE,"Heladena multiflora","(Hook. & Arn.) Nied."
MALPIGHIACEAE,"Heteropterys admirabilis",Amorim
MALPIGHIACEAE,"Heteropterys aliciae",W.R.Anderson
MALPIGHIACEAE,"Heteropterys alternifolia",W.R.Anderson
MALPIGHIACEAE,"Heteropterys bahiensis",Nied.
MALPIGHIACEAE,"Heteropterys bicolor",A.Juss.
MALPIGHIACEAE,"Heteropterys brasiliensis","Regnell & KÃÂ¶rn."
MALPIGHIACEAE,"Heteropterys bullata",Amorim
MALPIGHIACEAE,"Heteropterys capixaba",Amorim
MALPIGHIACEAE,"Heteropterys conformis",W.R.Anderson
MALPIGHIACEAE,"Heteropterys crinigera",Griseb.
MALPIGHIACEAE,"Heteropterys dusenii",Nied.
MALPIGHIACEAE,"Heteropterys fragilis",Amorim
MALPIGHIACEAE,"Heteropterys hatschbachii",W.R.Anderson
MALPIGHIACEAE,"Heteropterys marginata",W.R.Anderson
MALPIGHIACEAE,"Heteropterys megaptera",A.Juss.
MALPIGHIACEAE,"Heteropterys oberdanii",Amorim
MALPIGHIACEAE,"Heteropterys occhionii",Amorim
MALPIGHIACEAE,"Heteropterys patens","(Griseb.) A.Juss."
MALPIGHIACEAE,"Heteropterys pauciflora","(A.Juss.) A.Juss."
MALPIGHIACEAE,"Heteropterys perplexa",W.R.Anderson
MALPIGHIACEAE,"Heteropterys sanctorum",W.R.Anderson
MALPIGHIACEAE,"Heteropterys ternstroemiifolia",A.Juss.
MALPIGHIACEAE,"Heteropterys thyrsoidea","(Griseb.) A.Juss."
MALPIGHIACEAE,"Heteropterys trigoniifolia",A.Juss.
MALPIGHIACEAE,"Hiraea bullata",W.R.Anderson
MALPIGHIACEAE,"Hiraea cuiabensis",Griseb.
MALPIGHIACEAE,"Hiraea cuneata",Griseb.
MALPIGHIACEAE,"Hiraea wiedeana",A.Juss.
MALPIGHIACEAE,"Janusia occhionii",W.R.Anderson
MALPIGHIACEAE,"Janusia schwannioides",W.R.Anderson
MALPIGHIACEAE,"Lophopterys floribunda","W.R.Anderson & C.C.Davis"
MALPIGHIACEAE,"Mezia araujoi",Nied.
MALPIGHIACEAE,"Niedenzuella poeppigiana","(A.Juss.) W.R.Anderson"
MALPIGHIACEAE,"Peixotoa adenopoda",C.E.Anderson
MALPIGHIACEAE,"Peixotoa andersonii",C.E.Anderson
MALPIGHIACEAE,"Peixotoa bahiana",C.E.Anderson
MALPIGHIACEAE,"Peixotoa barnebyi",C.E.Anderson
MALPIGHIACEAE,"Peixotoa catarinensis",C.E.Anderson
MALPIGHIACEAE,"Peixotoa cipoana",C.E.Anderson
MALPIGHIACEAE,"Peixotoa glabra",A.Juss.
MALPIGHIACEAE,"Peixotoa jussieuana",A.Juss.
MALPIGHIACEAE,"Peixotoa psilophylla",C.E.Anderson
MALPIGHIACEAE,"Peregrina linearifolia","(A.St.-Hil.) W.R.Anderson"
MALPIGHIACEAE,"Pterandra andersonii",C.E.Anderson
MALPIGHIACEAE,"Pterandra pyroidea",A.Juss.
MALPIGHIACEAE,"Stigmaphyllon angustilobum",A.Juss.
MALPIGHIACEAE,"Stigmaphyllon bradei",C.E.Anderson
MALPIGHIACEAE,"Stigmaphyllon carautae",C.E.Anderson
MALPIGHIACEAE,"Stigmaphyllon crenatum",C.E.Anderson
MALPIGHIACEAE,"Stigmaphyllon glabrum",C.E.Anderson
MALPIGHIACEAE,"Stigmaphyllon harleyi",W.R.Anderson
MALPIGHIACEAE,"Stigmaphyllon hatschbachii",C.E.Anderson
MALPIGHIACEAE,"Stigmaphyllon macedoanum",C.E.Anderson
MALPIGHIACEAE,"Stigmaphyllon mattogrossense",C.E.Anderson
MALPIGHIACEAE,"Stigmaphyllon vitifolium",A.Juss.
MALPIGHIACEAE,"Tetrapterys cordifolia",W.R.Anderson
MALPIGHIACEAE,"Tetrapterys microphylla","(A.Juss.) Nied."
MALPIGHIACEAE,"Thryallis brachystachys",Lindl.
MALPIGHIACEAE,"Thryallis laburnum",S.Moore
MALPIGHIACEAE,"Thryallis parviflora",C.E.Anderson
MALVACEAE,"Abutilon anodoides","A.St.-Hil. & Naudin"
MALVACEAE,"Abutilon costicalyx",K.Schum.
MALVACEAE,"Abutilon monteiroi",Krapov.
MALVACEAE,"Abutilon nigricans","G.L.Esteves & Krapov."
MALVACEAE,"Abutilon venosum",K.Schum.
MALVACEAE,"Akrosida macrophylla","(Ulbr.) Fryxell &  Fuertes"
MALVACEAE,"Calyculogygas uruguayensis",Krapov.
MALVACEAE,"Calyptraemalva catharinensis",Krapov.
MALVACEAE,"Cavanillesia umbellata","Ruiz & Pav."
MALVACEAE,"Cienfuegosia drummondii","(A.Gray) Lewton"
MALVACEAE,"Cienfuegosia sulfurea","(A.St.-Hil.) Garcke"
MALVACEAE,"Eriotheca pubescens","(Mart. & Zucc.) Schott & Endl."
MALVACEAE,"Gaya domingensis",Urb.
MALVACEAE,"Gaya guerkeana",K.Schum.
MALVACEAE,"Gaya pilosa",K.Schum.
MALVACEAE,"Herissantia nemoralis","(A.St.-Hil.) Brizicky"
MALVACEAE,"Hibiscus bifurcatus",Cav.
MALVACEAE,"Hibiscus diversifolius",Jacq.
MALVACEAE,"Hibiscus furcellatus",Desr.
MALVACEAE,"Hibiscus sororius",L.
MALVACEAE,"Hochreutinera hasslerana","(Hochr.) Krapov."
MALVACEAE,"Krapovickasia urticifolia","(A.St.-Hil.) Fryxell"
MALVACEAE,"Malachra radiata","(L.) L."
MALVACEAE,"Malvastrum americanum","(L.) Torr."
MALVACEAE,"Monteiroa bullata","(Ekman) Krapov."
MALVACEAE,"Monteiroa ptarmicifolia","(A.St.-Hil. & Naudin) Krapov."
MALVACEAE,"Monteiroa smithii",Krapov.
MALVACEAE,"Pavonia almasana",Ulbr.
MALVACEAE,"Pavonia alnifolia",A.St.-Hil.
MALVACEAE,"Pavonia biflora",Fryxell
MALVACEAE,"Pavonia distinguenda","A.St.-Hil. & Naudin"
MALVACEAE,"Pavonia garckeana",GÃÂ¼rke
MALVACEAE,"Pavonia grazielae",Krapov.
MALVACEAE,"Pavonia hastata",Cav.
MALVACEAE,"Pavonia hatschbachii",Krapov.
MALVACEAE,"Pavonia hexaphylla","(S.Moore) Krapov."
MALVACEAE,"Pavonia kleinii","Krapov. & CristÃÂ³bal"
MALVACEAE,"Pavonia lanata",R.E.Fr.
MALVACEAE,"Pavonia multiflora",A.St.-Hil.
MALVACEAE,"Pavonia reticulata",Garcke
MALVACEAE,"Pavonia spiciformis",Krapov.
MALVACEAE,"Pavonia tricalycaris",A.St.-Hil.
MALVACEAE,"Pseudobombax grandiflorum","(Cav.) A.Robyns"
MALVACEAE,"Pseudobombax marginatum","(A.St.-Hil.) A. Robyns"
MALVACEAE,"Pseudobombax tomentosum","(Mart. & Zucc.) A.Robyns"
MALVACEAE,"Rhynchosida physocalyx","(A.Gray) Fryxell"
MALVACEAE,"Sida rufescens",A.St.-Hil.
MALVACEAE,"Spirotheca rivieri","(Decne.) Ulbr."
MALVACEAE,"Byttneria implacabilis",CristÃÂ³bal
MALVACEAE,"Byttneria oblongata",Pohl
MALVACEAE,"Byttneria scabra",L.
MALVACEAE,"Luehea conwentzii",K.Schum.
MALVACEAE,"Triumfetta grandiflora",Vahl
MALVACEAE,"Waltheria communis",A.St.-Hil.
MARANTACEAE,"Calathea aemula",KÃÂ¶rn.
MARANTACEAE,"Calathea bella","(W.Bull) Regel"
MARANTACEAE,"Calathea brasiliensis",KÃÂ¶rn.
MARANTACEAE,"Calathea cylindrica","(Roscoe) K.Schum."
MARANTACEAE,"Calathea fatimae","H.Kenn. & J.M.A.Braga"
MARANTACEAE,"Calathea longibracteata","(Sweet) Lindl."
MARANTACEAE,"Calathea monophylla","(Vell.) KÃÂ¶rn."
MARANTACEAE,"Calathea sciuroides",Petersen
MARANTACEAE,"Calathea singularis",H.Kenn.
MARANTACEAE,"Calathea tuberosa","(Vell.) KÃÂ¶rn."
MARANTACEAE,"Calathea widgrenii",KÃÂ¶rn.
MARANTACEAE,"Calathea wiotii","(E.Morren) Regel"
MARANTACEAE,"Calathea zebrina","(Sims) Lindl."
MARANTACEAE,"Ischnosiphon gracilis","(Rudge) KÃÂ¶rn."
MARANTACEAE,"Ischnosiphon ovatus",KÃÂ¶rn.
MARANTACEAE,"Maranta bicolor","Ker Gawl."
MARANTACEAE,"Maranta subterranea",J.M.A.Braga
MARANTACEAE,"Maranta zingiberina",L.Andersson
MARANTACEAE,"Monotagma plurispicatum","(KÃÂ¶rn.) K.Schum."
MARANTACEAE,"Saranthe composita","(Link) K. Schum."
MARANTACEAE,"Saranthe klotzschiana","(KÃÂ¶rn.) Eichler"
MARANTACEAE,"Stromanthe porteana",Gris
MARANTACEAE,"Stromanthe schottiana","(KÃÂ¶rn.) Eichler"
MARANTACEAE,"Thalia multiflora","Horkel ex KÃÂ¶rn."
MARCGRAVIACEAE,"Marcgravia polyantha",Delpino
MARCHANTIACEAE,"Marchantia berteroana","Lehm. & Lindenb."
MARSILEACEAE,"Pilularia americana",A.Braun
MARSILEACEAE,"Regnellidium diphyllum",Lindm.
MARTYNIACEAE,"Ibicella lutea","(Lindl.) Van Eselt."
MARTYNIACEAE,"Craniolaria integrifolia",Cham.
MELASTOMATACEAE,"Bertolonia angustifolia",Cogn.
MELASTOMATACEAE,"Bertolonia formosa",Brade
MELASTOMATACEAE,"Bertolonia foveolata",Brade
MELASTOMATACEAE,"Bertolonia hoehneana",Brade
MELASTOMATACEAE,"Bertolonia leuzeana","(Bonpl.) DC."
MELASTOMATACEAE,"Bertolonia paranaensis","(Wurdack) Baumgratz"
MELASTOMATACEAE,"Cambessedesia atropurpurea",A.B.Martins
MELASTOMATACEAE,"Cambessedesia eichleri",Cogn.
MELASTOMATACEAE,"Cambessedesia glaziovii","Cogn. ex A.B.Martins"
MELASTOMATACEAE,"Cambessedesia gracilis",Wurdack
MELASTOMATACEAE,"Cambessedesia hermogenesii",A.B.Martins
MELASTOMATACEAE,"Cambessedesia hilariana","(Kunth) DC."
MELASTOMATACEAE,"Cambessedesia wurdackii",A.B.Martins
MELASTOMATACEAE,"Chaetostoma fastigiatum",Naudin
MELASTOMATACEAE,"Clidemia capilliflora","(Naudin) Cogn."
MELASTOMATACEAE,"Clidemia rubra","(Aubl.) Mart."
MELASTOMATACEAE,"Dolichoura spiritusanctensis",Brade
MELASTOMATACEAE,"Eriocnema acaulis",Triana
MELASTOMATACEAE,"Eriocnema fulva",Naudin
MELASTOMATACEAE,"Henriettea gomesii",Brade
MELASTOMATACEAE,"Huberia carvalhoi",Baumgratz
MELASTOMATACEAE,"Huberia espiritosantensis",Baumgratz
MELASTOMATACEAE,"Huberia laurina",DC.
MELASTOMATACEAE,"Huberia nettoana",Brade
MELASTOMATACEAE,"Huberia pirani",Baumgratz
MELASTOMATACEAE,"Huberia semiserrata",DC.
MELASTOMATACEAE,"Lavoisiera cordata",Cogn.
MELASTOMATACEAE,"Lavoisiera imbricata","(Thunb.) DC."
MELASTOMATACEAE,"Lavoisiera itambana","Mart. & Schrank ex DC."
MELASTOMATACEAE,"Lavoisiera mello-barretoi",Markgr.
MELASTOMATACEAE,"Lavoisiera pulchella",Cham.
MELASTOMATACEAE,"Lavoisiera quinquenervis",Wurdack
MELASTOMATACEAE,"Lavoisiera rigida",Cogn.
MELASTOMATACEAE,"Lavoisiera sampaioana",Barreto
MELASTOMATACEAE,"Leandra adenothrix",Cogn.
MELASTOMATACEAE,"Leandra catharinensis",Cogn.
MELASTOMATACEAE,"Leandra echinata",Cogn.
MELASTOMATACEAE,"Leandra hatschbachii",Brade
MELASTOMATACEAE,"Leandra humilis var. glabrata","(Cogn.) Wurdack"
MELASTOMATACEAE,"Leandra parvifolia",Cogn.
MELASTOMATACEAE,"Lithobium cordatum",Bong.
MELASTOMATACEAE,"Marcetia alba",Ule
MELASTOMATACEAE,"Marcetia bahiana","(Ule) A.B.Martins"
MELASTOMATACEAE,"Marcetia formosa",Wurdack
MELASTOMATACEAE,"Marcetia hatschbachii",A.B.Martins
MELASTOMATACEAE,"Marcetia luetzelburgii",Markgr.
MELASTOMATACEAE,"Marcetia lychnophoroides",A.B.Martins
MELASTOMATACEAE,"Marcetia nummularia",Markgr.
MELASTOMATACEAE,"Marcetia oxycoccoides","Wurdack & A.B.Martins"
MELASTOMATACEAE,"Marcetia semiriana",A.B.Martins
MELASTOMATACEAE,"Marcetia shepherdii",A.B.Martins
MELASTOMATACEAE,"Marcetia viscida",Wurdack
MELASTOMATACEAE,"Meriania callophylla","(Cham.) Triana"
MELASTOMATACEAE,"Meriania tetramera",Wurdack
MELASTOMATACEAE,"Merianthera burlemarxii",Wurdack
MELASTOMATACEAE,"Merianthera pulchra",Kuhlm.
MELASTOMATACEAE,"Miconia amoena",Triana
MELASTOMATACEAE,"Miconia angelana","R.Romero & R.Goldenb."
MELASTOMATACEAE,"Miconia capixaba",R.Goldenb.
MELASTOMATACEAE,"Miconia carvalhoana","Baumgratz & Souza"
MELASTOMATACEAE,"Miconia cipoensis",R.Goldenb.
MELASTOMATACEAE,"Miconia doriana",Cogn.
MELASTOMATACEAE,"Miconia eichleri",Cogn.
MELASTOMATACEAE,"Miconia fasciculata",Gardner
MELASTOMATACEAE,"Miconia glazioviana",Cogn.
MELASTOMATACEAE,"Miconia johnwurdackiana","Baumgratz & Souza"
MELASTOMATACEAE,"Miconia longicuspis",Cogn.
MELASTOMATACEAE,"Miconia mendoncae",Cogn.
MELASTOMATACEAE,"Miconia octopetala",Cogn.
MELASTOMATACEAE,"Miconia paucidens",DC.
MELASTOMATACEAE,"Miconia penduliflora",Cogn.
MELASTOMATACEAE,"Miconia petroniana","Cogn. & Saldanha"
MELASTOMATACEAE,"Miconia picinguabensis","R.Goldenb. & A.B.Martins"
MELASTOMATACEAE,"Miconia polyandra",Gardner
MELASTOMATACEAE,"Miconia ramboi",Brade
MELASTOMATACEAE,"Miconia rimalis",Naudin
MELASTOMATACEAE,"Miconia robustissima",Cogn.
MELASTOMATACEAE,"Miconia setosociliata",Cogn.
MELASTOMATACEAE,"Miconia willdenowii","Klotzsch ex Naudin"
MELASTOMATACEAE,"Microlicia canastrensis",Naudin
MELASTOMATACEAE,"Microlicia cardiophora",Naudin
MELASTOMATACEAE,"Microlicia cuspidifolia","Mart. ex Naudin"
MELASTOMATACEAE,"Microlicia doryphylla",Naudin
MELASTOMATACEAE,"Microlicia elegans",Naudin
MELASTOMATACEAE,"Microlicia fasciculata","Mart. ex Naudin"
MELASTOMATACEAE,"Microlicia flava",R.Romero
MELASTOMATACEAE,"Microlicia fulva","(Spreng.) Cham."
MELASTOMATACEAE,"Microlicia glazioviana",Cogn.
MELASTOMATACEAE,"Microlicia humilis",Naudin
MELASTOMATACEAE,"Microlicia juniperina",A.St.-Hil.
MELASTOMATACEAE,"Microlicia macedoi","L.B.Sm. & Wurdack"
MELASTOMATACEAE,"Microlicia melanostagma",Pilg.
MELASTOMATACEAE,"Microlicia microphylla","(Naudin) Cogn."
MELASTOMATACEAE,"Microlicia myrtoidea",Cham.
MELASTOMATACEAE,"Microlicia obtusifolia","Cogn. ex R.Romero"
MELASTOMATACEAE,"Microlicia psammophila",Wurdack
MELASTOMATACEAE,"Mouriri megasperma",Morley
MELASTOMATACEAE,"Ossaea warmingiana",Cogn.
MELASTOMATACEAE,"Pleiochiton blepharodes","(DC.) Reginato et al."
MELASTOMATACEAE,"Pterolepis perpusilla","(Naudin) Cogn."
MELASTOMATACEAE,"Pterolepis glomerata","(Rottb.) Miq."
MELASTOMATACEAE,"Rhynchanthera grandiflora","(Aubl.) DC."
MELASTOMATACEAE,"Rhynchanthera latifolia",Cogn.
MELASTOMATACEAE,"Svitramia integerrima","R.Romero & A.B.Martins"
MELASTOMATACEAE,"Svitramia minor","R.Romero & A.B.Martins"
MELASTOMATACEAE,"Svitramia petiolata","R.Romero & A.B.Martins"
MELASTOMATACEAE,"Svitramia wurdackiana","R.Romero & A.B.Martins"
MELASTOMATACEAE,"Tibouchina aegopogon","(Naudin) Cogn."
MELASTOMATACEAE,"Tibouchina apparicioi",Brade
MELASTOMATACEAE,"Tibouchina asperior","(Cham.) Cogn."
MELASTOMATACEAE,"Tibouchina bergiana",Cogn.
MELASTOMATACEAE,"Tibouchina boudetii","P.J.F.Guim. & R.Goldenb."
MELASTOMATACEAE,"Tibouchina candolleana","(Mart. ex DC.) Cogn."
MELASTOMATACEAE,"Tibouchina castellensis",Brade
MELASTOMATACEAE,"Tibouchina dubia",Cogn.
MELASTOMATACEAE,"Tibouchina dusenii",Cogn.
MELASTOMATACEAE,"Tibouchina eichleri",Cogn.
MELASTOMATACEAE,"Tibouchina frigidula","(DC.) Cogn."
MELASTOMATACEAE,"Tibouchina gardneriana","(Triana) Cogn."
MELASTOMATACEAE,"Tibouchina kleinii",Wurdack
MELASTOMATACEAE,"Tibouchina papyrus","(Pohl) Toledo"
MELASTOMATACEAE,"Tibouchina quartzophila",Brade
MELASTOMATACEAE,"Tibouchina riedeliana",Cogn.
MELASTOMATACEAE,"Tibouchina schenckii",Cogn.
MELASTOMATACEAE,"Tibouchina thereminiana","(DC.) Cogn."
MELASTOMATACEAE,"Tibouchina trichopoda","(DC.) Baill."
MELASTOMATACEAE,"Tibouchina urvilleana","(DC.) Cogn."
MELASTOMATACEAE,"Trembleya chamissoana",Naudin
MELASTOMATACEAE,"Trembleya hatschbachii","Wurdack & E.Martins"
MELASTOMATACEAE,"Trembleya phlogiformis",DC.
MELIACEAE,"Cedrela fissilis",Vell.
MELIACEAE,"Cedrela lilloi",C.DC.
MELIACEAE,"Cedrela odorata",L.
MELIACEAE,"Guarea convergens",T.D.Penn.
MELIACEAE,"Guarea crispa",T.D.Penn.
MELIACEAE,"Guarea cristata",T.D.Penn.
MELIACEAE,"Guarea humaitensis",T.D.Penn.
MELIACEAE,"Guarea juglandiformis",T.D.Penn.
MELIACEAE,"Guarea sprucei",C.DC.
MELIACEAE,"Guarea trunciflora",C.DC.
MELIACEAE,"Guarea velutina",A.Juss.
MELIACEAE,"Guarea venenata",T.D.Penn.
MELIACEAE,"Swietenia macrophylla",King
MELIACEAE,"Trichilia areolata",T.D.Penn.
MELIACEAE,"Trichilia blanchetii",C.DC.
MELIACEAE,"Trichilia bullata",T.D.Penn.
MELIACEAE,"Trichilia casaretti",C.DC.
MELIACEAE,"Trichilia elsae",Harms
MELIACEAE,"Trichilia emarginata","(Turcz.) C.DC."
MELIACEAE,"Trichilia fasciculata",T.D.Penn.
MELIACEAE,"Trichilia florbranca",T.D.Penn.
MELIACEAE,"Trichilia hirta",L.
MELIACEAE,"Trichilia hispida",T.D.Penn.
MELIACEAE,"Trichilia lecointei",Ducke
MELIACEAE,"Trichilia lepidota",Mart.
MELIACEAE,"Trichilia magnifoliola",T.D.Penn.
MELIACEAE,"Trichilia micropetala",T.D.Penn.
MELIACEAE,"Trichilia pallens",C.DC.
MELIACEAE,"Trichilia pseudostipularis","(A.Juss.) C.DC."
MELIACEAE,"Trichilia ramalhoi",Rizzini
MELIACEAE,"Trichilia silvatica",C.DC.
MELIACEAE,"Trichilia solitudinis",Harms
MELIACEAE,"Trichilia stellato-tomentosa",Kuntze
MELIACEAE,"Trichilia surumuensis",C.DC.
MELIACEAE,"Trichilia tetrapetala",C.DC.
MENISPERMACEAE,"Abuta selloana",Eichler
MENISPERMACEAE,"Anomospermum reticulatum subsp. nitidum","(Miers) Krukoff & Barneby"
MENISPERMACEAE,"Chondrodendron platiphyllum","(A.St.-Hil.) Miers"
MENISPERMACEAE,"Cissampelos pareira",L.
MENISPERMACEAE,"Disciphania hernandia","(Vell.) Barneby"
MENISPERMACEAE,"Odontocarya vitis","(Vell.) J.M.A.Braga"
MENISPERMACEAE,"Sciadotenia acutifolia","Krukoff & Barneby"
MENISPERMACEAE,"Ungulipetalum filipendulum","(Mart.) Moldenke"
METZGERIACEAE,"Metzgeria brasiliensis",Schiffn.
ARACEAE,"Philodendron pachyphyllum",
ARACEAE,"Philodendron cipoense",
ORCHIDACEAE,"Habenaria meeana",
ORCHIDACEAE,"Habenaria pseudohamata",
ORCHIDACEAE,"Leptotes vellozicolla",
ORCHIDACEAE,"Sarcoglottis riocontensis",
OROBANCHACEAE,"Esterhazya nanuzae",
OROBANCHACEAE,"Physocalyx scaberrimus",
OXALIDACEAE,"Oxalis areolata",
OXALIDACEAE,"Oxalis pretoensis",
OXALIDACEAE,"Oxalis veadeirosensis",
PASSIFLORACEAE,"Passiflora hypoglauca",
PASSIFLORACEAE,"Passiflora mucugeana",
PIPERACEAE,"Peperomia warmingii",
PLANTAGINACEAE,"Angelonia pratensis",
POACEAE,"Andropogon campestris",
POACEAE,"Axonopus grandifolius",
POACEAE,"Dichanthelium assurgens",
POACEAE,"Dichanthelium congestum",
POACEAE,"Dichanthelium sendulskyii",
POACEAE,"Digitaria chaseae",
POACEAE,"Digitaria pampinosa",
POACEAE,"Guadua magna",
POACEAE,"Mesosetum alatum",
POACEAE,"Mesosetum longiaristatum",
POACEAE,"Ophiochloa bryoides",
POACEAE,"Otachyrium piligerum",
POACEAE,"Panicum ephemeroides",
POACEAE,"Panicum noterophilum",
POACEAE,"Panicum nutabundum",
POACEAE,"Paspalum cachimboense",
POACEAE,"Paspalum filgueirasii",
POACEAE,"Paspalum petrense",
POACEAE,"Paspalum vallsii",
POACEAE,"Rheochloa scabrifolia",
