family,scientificNameWithoutAuthorship,scientificNameAuthorship,analysis,assessment,category,criteria,rationale
ACANTHACEAE,"Chamaeranthemum beyrichii",Nees,done,published,LC,,"C. beyrichii é uma espécie amplamente distribuída (EOO=130.381,660 km²) na Mata Atlântica, ocupando principalmente áreas de Floresta Ombrófila Densa. Apesar do intenso desmatamento ocorrido nessa formação florestal, a espécie ocorre em pelo menos cinco unidades de conservação (SNUC) e possui baixo risco de extinção."
ACANTHACEAE,"Dicliptera squarrosa",Nees,done,published,LC,,"É uma espécie de ampla distribuição (EOO =  1.405.493,24km2), encontrada em  Florestas Estacionais Semidecíduas e em áreas de Cerrado. Não há ameaças registradas para a espécie, que é encontrada em pelo menos cinco unidades de conservação. Dessa maneira, é espécie é considerada com baixo risco de extinção (LC). Entretanto, em pelo menos em uma das localidades há registro de que a espécie é rara (Babitonga, SC), indicando que novos estudos devem ser feitos em outros locais para se registrar o estado de conservação da espécie."
ACANTHACEAE,"Dyschoriste smithii",Leonard,done,published,CR,"B1ab(iii,v)","Espécie encontrada apenas em ilhas rochosas do Rio Uruguai, no trecho próximo ao município de Barra do Arroio do Veado, na divisa entre os Estados de Santa Catarina e Rio Grande do Sul, onde forma densas aglomerações. Devido a sua distribuição restrita (EOO=65,3 km²) e proximidade das localidades no leito do rio, está sujeita a uma situação de ameaça. Imagens de satélite mostram supressão da mata ciliar nessa região. Além disso, a ausência de unidades de conservação (SNUC) ou ações específicas na área, sugere que a espécie esteja sujeita a declínio contínuo na qualidade do habitat e de número de subpopulações. Portanto, é considerada como ""Criticamente em perigo"" (CR)."
ACANTHACEAE,"Dyschoriste lavandulaceae","(Nees) Kuntze",done,published,EN,B1ab(iii),"Dyschoriste lavandulaceae tem distribuição restrita (EOO=544,71 km²) e está sujeita a três situações de ameaça. A espécie ocorre em formações campestres, sem registro em unidades de conservação (SNUC). Além disso, em pelo menos uma das localidades (município de Rio Verde, Estado do Mato Grosso do Sul), cerca de 8 km² de vegetação nativa foram suprimidos entre 2008 e 2010, o que configura declínio contínuo de EOO, AOO e de qualidade do hábitat. Portanto, a espécie encontra-se ""Em perigo"" (EN). É importante ressaltar que as coletas de D. lavandulaceae ocorreram há mais de 30 anos, e que novos estudos devem ser feitos para que a distribuição atual da espécie possa ser confirmada."
ACANTHACEAE,"Herpetacanthus longiflorus",Moric.,done,published,NT,,"H. longiflorus é uma espécie encontrada em floresta ombrófila densa atlântica, com diversas coletas e com distribuição ampla (EOO= 24.126,600 km²). A floresta ombrófila densa sofreu grande perda de habitat e a espécie ocorre em área com forte pressão antrópica. Ocorre em pelo menos três unidades de conservação, mas a população é possivelmente severamente fragmentada devido à baixa capacidade de dispersão e a duas subpopulações disjuntas no Espírito Santo. Dessa maneira, a espécie é considerada como ""Quase ameaçada"" (NT) de extinção. Caso a perda de habitat continue e a extensão de ocorrência diminua até 20000 Km², a espécie poderá ser considerada como ameaçada de extinção."
ACANTHACEAE,"Justicia brasiliana",Roth,done,published,LC,,"Espécie amplamente distribuída pelo Brasil, ocorrendo em diversas fisionomias de Mata Atlântica e em diversas unidades de conservação (SNUC) e possuindo grande abundância no sul do Brasil. Apesar de ter uma ameaça pontual na restinga de Massambaba (RJ), especulação imobiliária, a ampla distribuição da espécie e o grande número de coletas indicam que a espécie é ""Menos preocupante"" (LC) quanto ao risco de extinção."
ACANTHACEAE,"Justicia bullata","(Nees) Profice",done,published,DD,,"J. bullata é uma espécie conhecida apenas pelo material tipo, coletado em Minas Gerais. Não há registro do local exato de coleta, tampouco do seu tamanho populacional e do seu estado de conservação. Dessa maneira, essa espécie é considerada como ""Deficiente de dados"" (DD) e novos estudos devem ser feitos para a compreensão do seu estado de conservação."
ACANTHACEAE,"Justicia catharinensis",Lindau,done,published,NT,,"J. catharinensis é uma espécie herbácea encontrada em floresta ombrófila densa atlântica, nos Estados de Santa Catarina, Paraná e São Paulo e apresenta ampla distribuição (EOO=25.667,420 km²). Essa formação florestal sofreu e ainda sofre grande perda de habitat. Por exemplo, Campina Grande do Sul, PR, perdeu 7,5% de habitat entre 2008 e 2010 (SOS Mata Atlântica). É uma espécie severamente fragmentada por possuir baixa capacidade de dispersão e pelo menos duas subpopulações disjuntas no Estado de São Paulo. Infelizmente a espécie ocorre em apenas duas unidades de conservação (SNUC). A espécie poderia ser considerada como ameaçada de extinção. Entretanto, devido à EOO ser um pouco maior do que 20.000 Km² não é possível considerá-la como ameaçada. Dessa maneira, a espécie é considerada como ""Quase ameaçada"" (NT). Se medidas de conservação não forem tomadas para a recuperação de habitat de floresta ombrófila na região, a espécie poderá ser considerada como ameaçada de extinção futuramente."
ACANTHACEAE,"Justicia clausseniana","(Nees) Profice",done,published,EN,B1ab(iii),"Justicia clausseniana é uma espécie com distribuição restrita (EOO=3.260,67 km²). Todas as coletas foram feitas em áreas de Floresta Ombrófila Densa, nas quais foi possível identificar de três a cinco situações de ameaça distintas. As áreas dessa formação florestal nos Estados do Rio de Janeiro e Espírito Santo sofreram forte pressão antrópica e desmatamento nos últimos 15 anos. O município de Nova Friburgo, por exemplo, teve uma redução de hábitat de cerca de 6% entre 2008 e 2010."
ACANTHACEAE,"Justicia congrua","(Nees ex Mart.) Lindau",done,published,LC,,"É uma espécie amplamente distribuída (EOO=269.633,59 km²) em porções da Mata Atlântica encontradas principalmente no Espírito Santo e na Bahia. Apesar de ser uma área que sofre uma alta pressão antrópica, a espécie ocorre em pelo menos quatro unidades de conservação (SNUC). Dessa maneira, podemos caracterizar a espécie como ""Menos preocupante"" (LC)."
ACANTHACEAE,"Justicia cydoniifolia","(Nees) Lindau",done,published,LC,,"Espécie amplamente distribuída (EOO=148.366,590 km²) encontrada em áreas de floresta ombrófila densa e restinga arbustiva na Mata Atlântica. Encontrada em pelo menos seis unidades de conservação (SNUC). Não há registro de situação de ameaça para a espécie ou evidência direta de declínio populacional. Dessa maneira a espécie é considerada como ""Menos preocupante"" (LC) em relação ao risco de extinção."
ACANTHACEAE,"Justicia genuflexa","Nees & Mart.",done,published,VU,D2,"Justicia genuflexa é uma espécie encontrada em apenas três localidades, que foram consideradas em situações de ameaça distintas. A espécie está protegida por uma unidade de conservação (SNUC). O baixo número de coletas pode evidenciar a distribuição restrita e o baixo número de indivíduos. Sua limitada capacidade de dispersão (dispersão primária do tipo autocoria) associada à incidência de ameaças diversas pode, em um curto espaço de tempo, levar a espécie a ser inserida em categorias de risco de extinção mais preocupantes. Portanto, foi avaliada como ""Vulnerável"" (VU)."
ACANTHACEAE,"Justicia kleinii","Wassh. & L.B.Sm.",done,published,LC,,"É uma espécie amplamente distribuída (EOO=61.059,890 km²) encontrada nos Estados de São Paulo, Paraná e Santa Catarina. Ocorre também em pelo menos quatro unidades de conservação (SNUC) e pode ser considerada como ""Menos preocupante"" (LC). Entretanto devem haver estudos para se verificar a conservação da subpopulação encontrada mais no interior (Londrina, PR) e da subpopulação encontrada na ilha de Queimada Grande (SP)."
ACANTHACEAE,"Justicia laevilinguis","(Nees) Lindau",done,published,LC,,"Apesar de ser pouco abundante nos locais onde ocorre, J. laevilinguis ocorre em praticamente em todo o Brasil (EOO=5.353.143,540 km²), sendo encontrada nos biomas Amazônia, Mata Atlântica e Pantanal. É uma espécie de potencial uso econômico, podendo ser usada como forrageira. Apesar dos registros em unidade de conservação (SNUC) não serem frequentes, não há informação de uma ameaça principal para a espécie. Dessa maneira, essa espécie é considerada como ""Menos preocupante"" (LC) em relação a ameaça de extinção."
ACANTHACEAE,"Justicia lythroides","(Nees) V.A.W.Graham",done,published,LC,,"J.  lythroides é uma espécie amplamente distribuída (EOO=740.997,34 km²), ocorrendo em Floresta Ombrófila Densa e Estacional Semidecídua e em pelo menos sete unidades de conservação (SNUC). Entretanto a espécie pode ser rara localmente, apesar das subpopulações serem estáveis. Portanto a espécie pode ser considerada como ""Menos preocupante"" (LC). Entretanto o estado de conservação de uma subpopulação disjunta em Mato Grosso do Sul deve ser estudado."
ACANTHACEAE,"Justicia paranaensis","(Rizzini) Wassh. & L.B.Sm.",done,published,EN,B1ab(iii),"Justicia paranaensis tem distribuição restrita (EOO=807,68 km²) e é encontrada em Florestas Ombrófilas dos Estados do Paraná e de Santa Catarina. Não há registro de ocorrência em unidades de conservação (SNUC). É ameaçada pela intensa perda de hábitat na região. O município de Ilhota (SC), por exemplo, perdeu 8% de suas florestas, enquanto o município de Joinville (SC) apresentou uma redução de 23,5% em sua vegetação. J. paranaensis está sujeita a cinco situações de ameaça distintas. Dessa maneira, a espécie foi considerada ""Em perigo"" (EN)."
ACANTHACEAE,"Justicia polita","(Nees) Profice",done,published,EN,B1ab(iii),"Justicia polita é uma espécie de distribuição restrita (EOO=662,74 km²), encontrada em áreas de Floresta Ombrófila da região serrana do Estado do Rio de Janeiro. Apesar de haver registro de sua ocorrência dentro do Parque Nacional da Serra dos Órgãos, a espécie também pode ser encontrada proxima a estradas e trilhas que representam ameaças a essas subpopulações. A intensa pressão antrópica na região resulta em declínio contínuo da qualidade do hábitat. Devido a sua baixa capacidade de dispersão, a estrutura populacional da espécie foi classificada como severamente fragmentada. Dessa maneira, a espécie foi considerada ""Em perigo"" (EN)."
ACANTHACEAE,"Justicia pseudoamazonica",Lindau,done,published,LC,,"J. pseudoamazonia é uma espécie com poucos registros de ocorrência na Amazônia. Apesar disso, é amplamente distribuída (EOO=128.133,290 km² ) e ocorre em uma unidade de conservação (SNUC). Não há registro de situação de ameaça paraa espécie ou evidência direta de declínio populacional.Dessa maneira a espécie é considerada como ""Menos preocupante"" (LC)."
ACANTHACEAE,"Justicia ramulosa","(Morong) C.Ezcurra",done,published,VU,B1ab(iii),"Justicia ramulosa ocorre em diversos países da América do Sul (Argentina, Bolívia, Guatemala, Peru e Paraguai) e apresenta distribuição marginal no Brasil. No território nacional, a espécie tem distribuição restrita (EOO= 8.639,930 km²), ocorrendo nos Estados do Mato Grosso do Sul e Paraná, próximo à região de fronteira. A área está sujeita ao declínio contínuo da qualidade de hábitat. Foram identificadas três situações de ameaça distintas. A baixa eficiência do polinizador, expressa pela pouca quantidade de pólen registrada em beija-flores, pode evidenciar estresse decorrente da incidência de ameaças. Assim, a espécie foi considerada ""Vulnerável"" (VU)."
IRIDACEAE,"Trimezia fistulosa",Foster,done,published,EN,"B1ab(i,ii,iii)+2ab(i,ii,iii)","Trimezia fistulosa é uma espécie herbácea com registros de ocorrência apenas na região da Serra do Cipó, no Estado de Minas Gerais. Tem EOO de 1.039,51 km² e AOO de 16 km². Desenvolve-se no Cerrado em áreas de terrenos úmidos, arenosos ou areno-pedregosos, sujeitos a alagamentos. Apesar de ocorrer em áreas protegidas da Serra do Cipó, esta sofre com desmatamentos para carvoaria, plantio de braquiária para a formação de pastos, incêndios provocados por queimadas sem controle, retirada de espécies ornamentais e atividade turística. A outra área de coleta da espécie não dispõe de qualquer tipo de proteção. Dessa forma, considera-se que a espécie esteja sujeita a duas situações de ameaça. Diante do exposto, devido a sua distribuição restrita, à especificidade de hábitat e às ameaças ao ambiente onde se desenvolve, T. fistulosa encontra-se ""Em perigo"" (EN)."
ACANTHACEAE,"Justicia scheidweileri",V.A.W.Graham,done,published,LC,,"Espécie ornamental, conhecida como camarão-rosa. Em seu habitat é amplamente distribuída (EOO=332.562,89 km²) e encontrada em áreas de floresta estacional semidecídua na Mata Atlântica. Encontrada em pelo menos duas unidades de conservação (SNUC). Não há registro de situação de ameaça para a espécie ou evidência direta de declínio populacional. A espécie forma densas moitas em alguns locais, indicando que ela pode ser abundante. Dessa maneira a espécie é considerada como ""Menos preocupante"" (LC) em relação ao risco de extinção. Entretanto há duas subpopulações disjuntas, uma no Estado de São Paulo e outra, no Paraná, que merecem ser estudadas para se avaliar seu estado de conservação."
ACANTHACEAE,"Justicia symphyantha","(Nees ex Mart.) Lindau",done,published,LC,,"Espécie amplamente distribuída (EOO=346.284,390 km²) encontrada em áreas de florestaúmida na Mata Atlântica. Encontrada em pelomenos quatro unidades de conservação (SNUC). Não há registro de situação de ameaça paraa espécie ou evidência direta de declínio populacional.Dessa maneira a espécie é considerada como ""Menos preocupante"" (LC) em relação aorisco de extinção. Entretanto, é necessário avaliar o estado de conservação entre as subpopulações do Espírito Santo e da Bahia, uma vez que ocorrem de maneira bastante disjunta."
ACANTHACEAE,"Justicia tijucensis",V.A.W.Graham,done,published,VU,B1ab(iii),"Possui uma extensão de ocorrência menor do que 20.000 Km² (EOO=18.125,44 km²) e sofre declínio contínuo de qualidade de habitat. A maior parte de suas subpopulações ocorre no Parque Nacional da Floresta da Tijuca (Rio de Janeiro, RJ), área de floresta urbana com grande pressão antrópica. Além disso, a espécie apresenta distribuição disjunta entre os Estados do Rio de Janeiro e Espírito Santo e possui baixa capacidade de dispersão por ser autocórica, indicando uma estrutura populacional severamente fragmentada.  Dessa maneira, a espécie pode ser considerada como ""Vulnerável"" (VU)."
ACANTHACEAE,"Justicia wasshauseniana",Profice,done,published,NT,,"É uma espécie encontrada em Floresta Ombrófila Densa, ocorrendo nos Estados do Rio de Janeiro, Espírito Santo e Bahia, em áreas de intensa pressão antrópica. Possui apenas seis situações de ameaça e pode ser severamente fragmentada por ter baixa capacidade de dispersão (autocoria) e ter subpopulações disjuntas no Rio de Janeiro e Espírito Santo. Entretanto, por possuir EOO de cerca de  149.840,99 km², a espécie não pode ser enquadrada como ameaçada de extinção, sendo considerada como ""Quase ameaçada"" (NT)."
ACANTHACEAE,"Mendoncia mollis",Lindau,done,published,LC,,"M. mollis é uma trepadeira de ampla distribuição (EOO=207.452,63 km²) encontrada em mata ciliar e diferentes fisionomias de Mata Atlântica e Cerrado. Além disso, essa espécie ocorre em pelo menos duas unidades de conservação (SNUC). Dessa maneira essa espécie é considerada como ""Menos preocupante"" (LC). Entretanto a ocorrência no Estado de São Paulo é questionada e novos estudos devem ser feitos para se verificar a ocorrência dessa espécie nesse Estado."
ACANTHACEAE,"Odontonema dissitiflorum","(Nees) Kuntze",done,published,EN,B1ab(v),"Odontonema dissitiflorum tem distribuição restrita (EOO=4.486,79 km²) e é encontrada em Florestas Ombrófilas nos Estados do Rio de Janeiro e Espírito Santo, de forma disjunta. A espécie ocorre em pelo menos duas unidades de conservação (SNUC), onde foi feita a maioria das coletas. Foram identificadas cinco situações de ameaça distintas. Devido à reduzida capacidade de dispersão da espécie (síndrome de dispersão autocórica) e às evidências de declínio no número de indivíduos maduros, foi considerada ""Em perigo"" (EN)."
ACANTHACEAE,"Pseuderanthemum modestum","(Nees) Radlk.",done,published,LC,,"Espécie amplamente distribuída (EOO=178.218,16 km²) encontrada em Caatinga e em diferentes fisionomias de Mata Atlântica. É abundante em pelo menos um dos locais em que ocorre e não há ameaça registrada para a espécie. Por esses motivos, a espécie pode ser considerada como ""Menos preocupante"" (LC). Entretanto, por apresentar uma população disjunta, o estado de conservação das subpopulações  deve ser estudado."
ACANTHACEAE,"Pseuderanthemum riedelianum","(Nees) Radlk.",done,published,LC,,"Espécie amplamente distribuída (EOO=66.261,010 km²) encontrada em áreas de florestaombrófila densa na Mata Atlântica, com a maioria dos registros de coleta feitos nos estados do Paraná e Santa Catarina. Encontrada em pelomenos cinco unidades de conservação (SNUC). Apesar de ocorrer em áreas com forte pressão antrópica, não há registro de situação de ameaça paraa espécie ou evidência direta de declínio populacional.Dessa maneira a espécie é considerada como ""Menos preocupante"" (LC) em relação aorisco de extinção. Devido à distribuição disjunta em São Paulo, as subpopulações encontradas nesse estado devem ser estudadas com relação ao seu estado de conservação."
ACANTHACEAE,"Ruellia affinis","(Schrad.) Lindau",done,published,LC,,"Espécie amplamente distribuída (EOO=186.653,450 km²) encontrada em áreas de florestaombrófila densa e estacional semidecídua na Mata Atlântica principalmente na Bahia. Em uma das localidades de coleta, a espécie é considerada abundante. Encontrada em pelomenos seis unidades de conservação (SNUC). Não há registro de ameaça ou evidência direta de declínio populacional para a espécie.Dessa maneira a espécie é considerada como ""Menos preocupante"" (LC) em relação aorisco de extinção. Entretanto o estado de conservação das subpopulações do Espírito Santo devem ser estudadas, uma vez que ocorrem de forma isolada em relação às subpopulações da Bahia."
ACANTHACEAE,"Ruellia bulbifera",Lindau,done,published,LC,,"Espécie amplamente distribuída na porção sul do Brasil (EOO=497.695,42 km²) e com potencial ornamental. Entretanto não há registro de coleta predatória da espécie. Apesar de não ter registro de ocorrência para unidades de conservação (SNUC), a espécie ocorre em formações campestres de diferentes biomas brasileiros."
ACANTHACEAE,"Ruellia chamaedrys","(Nees) Angely",done,published,DD,,"Espécie conhecida apenas pelo único registro, coletado no Estado de Goiás. Segundo especialistas, a espécie deve ser reavaliada taxonomicamente. Para isso o local exato de coleta deve ser especificado, bem como sua distribuição, de modo a viabilizar a avaliação de risco de extinção de R. chamaedrys. Dessa maneira, a espécie é considerada ""Dados insuficientes"" (DD)."
ACANTHACEAE,"Ruellia curviflora","Nees & Mart.",done,published,LC,,"Espécie encontrada em Mata Atlântica na região da costa brasileira, possuindo ampla distribuição (EOO=83.614,74 km²). Apesar de ser uma região com intensa pressão antrópica, a espécie ocorre em pelo menos cinco unidades de conservação (SNUC) e não há registro de declínio populacional da espécie. Por esse motivo, R. curviflora é considerada uma espécie ""Menos preocupante"" (LC)."
ACANTHACEAE,"Ruellia dissitifolia","(Nees) Hiern",done,published,LC,,"Considerada uma espécie medicinal, ocorre em áreas de campo em Cerrado e possui ampla distribuição (EOO=531.247,890 km²). Apesar das áreas de campo terem sofrido perda de habitat, a espécie ocorre em pelo menos quatro unidades de conservação (SNUC). Por esses motivos, a espécie é considerada ""Menos preocupante"" (LC)."
ACANTHACEAE,"Ruellia epallocaulos","Leonard ex C.Ezcurra & Wassh.",done,published,LC,,"Espécie amplamente distribuída (EOO=187.604,08 km²), encontrada em floresta ombrófila densa e em estacional semidecídua. Não há ameaça registrada para a espécie, que ocorre em pelo menos uma unidade de conservação (SNUC). Dessa maneira, a espécie pode ser considerada como ""Menos preocupante"" (LC). Entretanto, futuros estudos devem avaliar o estado de conservação das subpopulações disjuntas no Brasil central."
ACANTHACEAE,"Ruellia erythropus","(Nees) Lindau",done,published,LC,,"R. erythropus é uma espécie amplamente distribuída no Brasil (EOO=270.558,27 km²), encontrada em áreas de floresta. Ocorre em áreas de pastagem sendo provavelmente consumida pelo gado. Portanto a espécie esta pouco ameaça de extinção (LC)."
ACANTHACEAE,"Ruellia multifolia","(Nees) Lindau",done,published,LC,,"Espécie de ampla distribuição (EOO=1.291.319,56 km²) encontrada principalmente em diferentes fisionomias de Cerrado. Encontrada também em pelo menos quatro unidades de conservação (SNUC) no Brasil. Dessa maneira, a espécie possui baixo risco de extinção (LC)."
ACANTHACEAE,"Ruellia solitaria",Vell.,done,published,LC,,"Conhecida popularmente como ""solitária"", essa espécie possui ampla distribuição (EOO=547.588,60 km²) ocorrendo principalmente em porções de Mata Atlântica próximas à costa brasileira. Ocorre em pelo menos 11 unidades de conservação (SNUC) e é utilizada como ornamental em canteiros e jardins. Dessa maneira, a espécie é considerada como ""Menos preocupante"" (LC)."
ACANTHACEAE,"Schaueria lophura","Nees & Mart.",done,published,NT,,"S. lophura possui ocorrência relativamente ampla e até 10 situações de ameaça. Além disso a espécie ocorre na cidade do Rio de Janeiro, local onde há forte pressão de urbanização. Cabo Frio (RJ), outro local onde a espécie foi coletada, perdeu 2% de sua cobertura florestal entre 2008 e 2010 (SOS Mata Atlântica; INPE, 2010). Caso a EOO fosse menor do que 20.000 Km², seria possível considerar a espécie como ""Vulnerável"" (VU). Entretanto, devido ao fato da EOO da espécie ser apenas cerca de 10.000 Km² (o que caracteriza como estimativa incerta) maior do que o limite para considerá-la como ameaçada, podemos considerar a espécie como ""Quase ameaçada"" (NT)."
ACANTHACEAE,"Schaueria virginea",Nees,done,published,DD,,"Espécie descrita apenas para o Estado do Rio de Janeiro, aparece na lista das espécies ameaçadas do Paraná. Especialistas consideram que a espécie necessita de revisão taxonômica. Devido à incerteza taxonômica, a espécie é considerada como ""Dados insuficientes"" (DD). Futuros estudos devem resolver essa incerteza taxonômica, além de registrar os locais de ocorrência da espécie."
ACANTHACEAE,"Staurogyne anigozanthus","(Nees) Kuntze",done,published,NT,,"Espécie encontrada em áreas de Floresta Ombrófila nos Estados de Minas Gerais e Espírito Santo. A EOO da espécie é maior do que 20.000 Km² (EOO=31.494,64 km²). Mas está sujeita a declínio contínuo da qualidade de habitat. O município de Betim, por exemplo, no Estado de Minas Gerais, teve perda de área florestal de cerca de 2% entre 2008 e 2010 (SOS Mata Atlântica; INPE, 2012). Por esse motivo a espécie foi avaliada como ""Quase ameaçada"" (NT). A perda contínua de habitat pode levar a espécie a risco de extinção em um futuro próximo."
ACANTHACEAE,"Staurogyne brachiata","(Hiern) Leonard",done,published,EN,B1ab(iii),"Staurogyne brachiata tem extensão de ocorrência menor que 5.000 km² (EOO=700,07 km²) e está sujeita a três situações de ameaça. Em uma das localidades (município de Nova Friburgo, RJ) houve perda de cerca de 6% da cobertura florestal entre 2008 e 2010, caracterizando o declínio contínuo da extensão, área e da qualidade do hábitat. Ocorre exclusivamente na região serrana fluminense, acima de 800 m de altitude. Não é coletada há mais de 40 anos e estudos devem ser realizados para se avaliar o estado de conservação real da espécie. Portanto, é caracterizada como ""Em perigo"" (EN)."
ACANTHACEAE,"Staurogyne carvalhoi",Profice,done,published,VU,B1ab(iii),"Staurogyne carvalhoi é uma espécie encontrada em áreas de Floresta Ombrófila e tem uma extensão de ocorrência menor do que 20.000 km² (EOO=12.277,56 km²). Foram identificadas de cinco a seis situações de ameaça. Além disso, apresenta estrutura populacional severamente fragmentada, já que suas subpopulações estão distantes entre si, e a espécie tem baixa capacidade de dispersão. No município de Eunápolis (BA) houve perda de 19,5% de Mata Atlântica, o que configura diminuição contínua de área e qualidade de hábitat. Assim, a espécie foi considerada ""Vulnerável"" (VU)."
ACANTHACEAE,"Staurogyne elegans","(Nees) Kuntze",done,published,VU,D2,"Staurogyne elegans é uma espécie encontrada apenas na região da Serra do Cipó, em áreas de Floresta Estacional Semidecídua e de Mata de Galeria. Sua área de ocupação é bastante restrita (AOO=12 km²), sendo também localmente rara e sujeita a três situações de ameaça, que implicam declínio contínuo da qualidade de hábitat. Além disso, transformações da paisagem podem dificultar ainda mais sua dispersão, do tipo autocórica, que já representa um fator limitante. Foi considerada ""Vulnerável (VU D2)""."
ACANTHACEAE,"Staurogyne itatiaiae","(Wawra) Leonard",done,published,EN,B1ab(iii),"Staurogyne itatiaiae é encontrada na Serra da Mantiqueira, na Serra da Bocaina e no Parque Nacional do Itatiaia. Tem distribuição restrita (EOO=1.286,11 km²) e suspeita-se que a sua população tenha sofrido declínio devido à perda de hábitat. Além disso, em função da capacidade de dispersão limitada da espécie, podemos considerar a população severamente fragmentada. Aparentemente, há uma disjunção entre as populações das Serras da Bocaina e da Mantiqueira, o que justifica estudos futuros com o objetivo de se verificar o estado de conservação dessas subpopulações. Por esses motivos, S. itatiaiae foi considerada ""Em perigo"" (EN)."
