family,scientificName,lifeForm,fenology,luminosity,substratum,longevity,resprout
AMARANTHACEAE,"Lecosia oppositifolia",,,,,,
AMARANTHACEAE,"Pfaffia argyrea",,,,,,
AMARANTHACEAE,"Pfaffia glabrata",,,,,,
AMARANTHACEAE,"Pfaffia glomerata",,,,,,
AMARANTHACEAE,"Pfaffia gnaphaloides",,,,,,
AMARANTHACEAE,"Pfaffia jubata",,,,,,
AMARANTHACEAE,"Pfaffia minarum",,,,,,
AMARANTHACEAE,"Pfaffia townsendii",,,,,,
AMARANTHACEAE,"Quaternella glabratoides",,,,,,
AMARYLLIDACEAE,"Eithea blumenavia",,,,,,
AMARYLLIDACEAE,"Griffinia aracensis",,,,,,
AMARYLLIDACEAE,"Griffinia colatinensis",,,,,,
AMARYLLIDACEAE,"Griffinia espiritensis",,,,,,
AMARYLLIDACEAE,"Griffinia gardneriana",,,,,,
AMARYLLIDACEAE,"Griffinia hyacinthina",,,,,,
AMARYLLIDACEAE,"Griffinia liboniana",,,,,,
AMARYLLIDACEAE,"Griffinia nocturna",,,,,,
AMARYLLIDACEAE,"Griffinia parviflora",,,,,,
AMARYLLIDACEAE,"Griffinia paubrasilica",,,,,,
AMARYLLIDACEAE,"Griffinia rochae",,,,,,
AMARYLLIDACEAE,"Habranthus irwinianus",,,,,,
AMARYLLIDACEAE,"Hippeastrum angustifolium",,,,,,
AMARYLLIDACEAE,"Hippeastrum brasilianum",,,,,,
AMARYLLIDACEAE,"Hippeastrum breviflorum",,,,,,
AMARYLLIDACEAE,"Hippeastrum goianum",,,,,,
AMARYLLIDACEAE,"Hippeastrum leucobasis",,,,,,
AMARYLLIDACEAE,"Hippeastrum morelianum",,,,,,
AMARYLLIDACEAE,"Hippeastrum papilio",,,,,,
AMARYLLIDACEAE,"Hippeastrum psittacinum",,,,,,
AMARYLLIDACEAE,"Hippeastrum reginae",,,,,,
AMARYLLIDACEAE,"Hippeastrum santacatarina",,,,,,
AMARYLLIDACEAE,"Hippeastrum striatum",,,,,,
AMARYLLIDACEAE,"Hippeastrum vittatum",,,,,,
AMARYLLIDACEAE,"Hippeastrum guarapuavicum",,,,,,
AMARYLLIDACEAE,"Worsleya rayneri",,,,,,
AMARYLLIDACEAE,"Zephyranthes caerulea",,,,,,
AMARYLLIDACEAE,"Zephyranthes candida",,,,,,
AMARYLLIDACEAE,"Zephyranthes capivarina",,,,,,
AMARYLLIDACEAE,"Zephyranthes paranaensis",,,,,,
AMARYLLIDACEAE,"Zephyranthes brasiliensis",,,,,,
ANACARDIACEAE,"Anacardium humile",,,,,,
ANACARDIACEAE,"Astronium fraxinifolium",,,,,,
ANACARDIACEAE,"Astronium graveolens",,,,,,
ANACARDIACEAE,"Cyrtocarpa caatingae",,,,,,
ANACARDIACEAE,"Myracrodruon balansae",,,,,,
ANACARDIACEAE,"Myracrodruon urundeuva",,,,,,
ANACARDIACEAE,"Schinopsis balansae",,,,,,
ANACARDIACEAE,"Schinopsis brasiliensis",,,,,,
ANACARDIACEAE,"Schinopsis brasiliensis var. glabra",,,,,,
ANACARDIACEAE,"Schinus engleri",,,,,,
ANEMIACEAE,"Anemia blechnoides",,,,,,
ANEMIACEAE,"Anemia gardneri",,,,,,
ANEMIACEAE,"Anemia mirabilis",,,,,,
ANEMIACEAE,"Anemia organensis",,,,,,
ANEMIACEAE,"Anemia elegans",,,,,,
ANEMIACEAE,"Anemia espiritosantensis",,,,,,
ANEMIACEAE,"Anemia trichorhiza",,,,,,
ANEMIACEAE,"Anemia warmingii",,,,,,
ANEURACEAE,"Aneura pinguis",,,,,,
ANNONACEAE,"Anaxagorea silvatica",,,,,,
ANNONACEAE,"Annona bahiensis",,,,,,
ANNONACEAE,"Annona burchellii",,,,,,
ANNONACEAE,"Annona cacans",,,,,,
ANNONACEAE,"Annona calcarata",,,,,,
ANNONACEAE,"Annona coriacea",,,,,,
ANNONACEAE,"Annona dioica",,,,,,
ANNONACEAE,"Annona emarginata",,,,,,
ANNONACEAE,"Annona ferruginea",,,,,,
ANNONACEAE,"Annona glabra",,,,,,
ANNONACEAE,"Annona maritima",,,,,,
ANNONACEAE,"Annona parviflora",,,,,,
ANNONACEAE,"Annona pickelii",,,,,,
ANNONACEAE,"Annona sericea",,,,,,
ANNONACEAE,"Annona ubatubensis",,,,,,
ANNONACEAE,"Annona xylopiifolia",,,,,,
ANNONACEAE,"Duguetia fufuracea",,,,,,
ANNONACEAE,"Duguetia lanceolata",,,,,,
ANNONACEAE,"Duguetia magnolioidea",,,,,,
ANNONACEAE,"Duguetia restingae",,,,,,
ANNONACEAE,"Duguetia reticulata",,,,,,
ANNONACEAE,"Duguetia salicifolia",,,,,,
ANNONACEAE,"Duguetia scottmorii",,,,,,
ANNONACEAE,"Duguetia sooretamae",,,,,,
ANNONACEAE,"Guatteria australis",,,,,,
ANNONACEAE,"Guatteria campestris",,,,,,
ANNONACEAE,"Hornschuchia alba",,,,,,
ANNONACEAE,"Hornschuchia cauliflora",,,,,,
ANNONACEAE,"Hornschuchia obliqua",,,,,,
ANNONACEAE,"Malmea obovata",,,,,,
ANNONACEAE,"Oxandra reticulata",,,,,,
ANNONACEAE,"Trigynaea axilliflora",,,,,,
ANNONACEAE,"Trigynaea oblongifolia",,,,,,
ANNONACEAE,"Unonopsis riedeliana",,,,,,
ANNONACEAE,"Xylopia aromatica",,,,,,
ANNONACEAE,"Xylopia brasiliensis",,,,,,
APIACEAE,"Apium prostratum",,,,,,
APIACEAE,"Eryngium corallinum",,,,,,
APIACEAE,"Eryngium divaricatum",,,,,,
APIACEAE,"Eryngium dorae",,,,,,
APIACEAE,"Eryngium dusenii",,,,,,
APIACEAE,"Eryngium ekmanii",,,,,,
APIACEAE,"Eryngium eriophorum",,,,,,
APIACEAE,"Eryngium eurycephalum",,,,,,
APIACEAE,"Eryngium falcifolium",,,,,,
APIACEAE,"Eryngium glaziovianum",,,,,,
APIACEAE,"Eryngium koehneanum",,,,,,
APIACEAE,"Eryngium ombrophilum",,,,,,
APIACEAE,"Eryngium ramboanum",,,,,,
APIACEAE,"Eryngium sanguisorba",,,,,,
APIACEAE,"Eryngium scirpinum",,,,,,
APIACEAE,"Eryngium smithii",,,,,,
APIACEAE,"Eryngium stenophyllum",,,,,,
APIACEAE,"Eryngium urbanianum",,,,,,
APIACEAE,"Eryngium zosterifolium",,,,,,
APIACEAE,"Lilaeopsis brasiliensis",,,,,,
APIACEAE,"Spananthe paniculata",,,,,,
APOCYNACEAE,"Asclepias aequicornu",,,,,,
APOCYNACEAE,"Asclepias langsdorffii",,,,,,
APOCYNACEAE,"Asclepias mellodora",,,,,,
APOCYNACEAE,"Aspidosperma album",,,,,,
APOCYNACEAE,"Aspidosperma australe",,,,,,
APOCYNACEAE,"Aspidosperma cylindrocarpon",,,,,,
APOCYNACEAE,"Aspidosperma desmanthum",,,,,,
APOCYNACEAE,"Aspidosperma macrocarpon",,,,,,
APOCYNACEAE,"Aspidosperma nobile",,,,,,
APOCYNACEAE,"Aspidosperma polyneuron",,,,,,
APOCYNACEAE,"Aspidosperma quebracho-blanco",,,,,,
APOCYNACEAE,"Aspidosperma ramiflorum",,,,,,
APOCYNACEAE,"Aspidosperma riedelii",,,,,,
APOCYNACEAE,"Aspidosperma sandwithianum",,,,,,
APOCYNACEAE,"Aspidosperma spruceanum",,,,,,
APOCYNACEAE,"Aspidosperma tomentosum",,,,,,
APOCYNACEAE,"Barjonia erecta",,,,,,
APOCYNACEAE,"Barjonia harleyi",,,,,,
APOCYNACEAE,"Blepharodon bicuspidatum",,,,,,
APOCYNACEAE,"Blepharodon manicatum",,,,,,
APOCYNACEAE,"Cynanchum morrenioides",,,,,,
APOCYNACEAE,"Ditassa arianeae",,,,,,
APOCYNACEAE,"Ditassa auriflora",,,,,,
APOCYNACEAE,"Ditassa cipoensis",,,,,,
APOCYNACEAE,"Ditassa cordeiroana",,,,,,
APOCYNACEAE,"Ditassa itambensis",,,,,,
APOCYNACEAE,"Ditassa laevis",,,,,,
APOCYNACEAE,"Ditassa leonii",,,,,,
APOCYNACEAE,"Ditassa longisepala",,,,,,
APOCYNACEAE,"Ditassa maricaensis",,,,,,
APOCYNACEAE,"Ditassa oberdanii",,,,,,
APOCYNACEAE,"Gonolobus dorothyanus",,,,,,
APOCYNACEAE,"Gonolobus parviflorus",,,,,,
APOCYNACEAE,"Gyrostelma bornmulleri",,,,,,
APOCYNACEAE,"Gyrostelma oxypetaloides",,,,,,
APOCYNACEAE,"Hemipogon abietoides",,,,,,
APOCYNACEAE,"Hemipogon furlanii",,,,,,
APOCYNACEAE,"Hemipogon harleyi",,,,,,
APOCYNACEAE,"Hemipogon hatschbachii",,,,,,
APOCYNACEAE,"Hemipogon irwinii",,,,,,
APOCYNACEAE,"Hemipogon piranii",,,,,,
APOCYNACEAE,"Jobinia hatschbachii",,,,,,
APOCYNACEAE,"Macroditassa adnata",,,,,,
APOCYNACEAE,"Macroditassa lagoensis",,,,,,
APOCYNACEAE,"Macroditassa marianae",,,,,,
APOCYNACEAE,"Macroscepis aurea",,,,,,
APOCYNACEAE,"Macroscepis magnifica",,,,,,
APOCYNACEAE,"Malouetia cestroides",,,,,,
APOCYNACEAE,"Mandevilla coccinea",,,,,,
APOCYNACEAE,"Mandevilla fragrans",,,,,,
APOCYNACEAE,"Mandevilla hirsuta",,,,,,
APOCYNACEAE,"Mandevilla sellowii",,,,,,
APOCYNACEAE,"Mandevilla venulosa",,,,,,
APOCYNACEAE,"Marsdenia altissima",,,,,,
APOCYNACEAE,"Marsdenia fontellana",,,,,,
APOCYNACEAE,"Marsdenia queirozii",,,,,,
APOCYNACEAE,"Matelea bahiensis",,,,,,
APOCYNACEAE,"Matelea glaziovii",,,,,,
APOCYNACEAE,"Matelea hatschbachii",,,,,,
APOCYNACEAE,"Matelea marcoassisii",,,,,,
APOCYNACEAE,"Matelea santosii",,,,,,
APOCYNACEAE,"Metastelma giuliettianum",,,,,,
APOCYNACEAE,"Metastelma harleyi",,,,,,
APOCYNACEAE,"Minaria abortiva",,,,,,
APOCYNACEAE,"Minaria acerosa",,,,,,
APOCYNACEAE,"Minaria bifurcata",,,,,,
APOCYNACEAE,"Minaria diamantinensis",,,,,,
APOCYNACEAE,"Minaria grazielae",,,,,,
APOCYNACEAE,"Minaria hemipogonoides",,,,,,
APOCYNACEAE,"Minaria inconspicua",,,,,,
APOCYNACEAE,"Minaria lourteigiae",,,,,,
APOCYNACEAE,"Minaria magisteriana",,,,,,
APOCYNACEAE,"Minaria monocoronata",,,,,,
APOCYNACEAE,"Minaria polygaloides",,,,,,
APOCYNACEAE,"Minaria refractifolia",,,,,,
APOCYNACEAE,"Minaria semirii",,,,,,
APOCYNACEAE,"Orthosia itatiaiensis",,,,,,
APOCYNACEAE,"Oxypetalum arnnotianum",,,,,,
APOCYNACEAE,"Oxypetalum capitatum",,,,,,
APOCYNACEAE,"Oxypetalum confusum",,,,,,
APOCYNACEAE,"Oxypetalum dusenii",,,,,,
APOCYNACEAE,"Oxypetalum ekblomii",,,,,,
APOCYNACEAE,"Oxypetalum glaziovii",,,,,,
APOCYNACEAE,"Oxypetalum leonii",,,,,,
APOCYNACEAE,"Oxypetalum lineare",,,,,,
APOCYNACEAE,"Oxypetalum regnellii",,,,,,
APOCYNACEAE,"Oxypetalum strictum",,,,,,
APOCYNACEAE,"Oxypetalum warmingii",,,,,,
APOCYNACEAE,"Prestonia bahiensis",,,,,,
APOCYNACEAE,"Prestonia quinquangularis",,,,,,
APOCYNACEAE,"Prestonia riedelii",,,,,,
APOCYNACEAE,"Prestonia solanifolia",,,,,,
APOCYNACEAE,"Prestonia tomentosa",,,,,,
APOCYNACEAE,"Tabernaemontana cumata",,,,,,
APOCYNACEAE,"Tabernaemontana muricata",,,,,,
APOCYNACEAE,"Tassadia obovata",,,,,,
APOCYNACEAE,"Temnadenia violacea",,,,,,
AQUIFOLIACEAE,"Ilex auricula",,,,,,
AQUIFOLIACEAE,"Ilex chamaedryfolia",,,,,,
AQUIFOLIACEAE,"Ilex loranthoides",,,,,,
AQUIFOLIACEAE,"Ilex neblinensis",,,,,,
AQUIFOLIACEAE,"Ilex paraguariensis",,,,,,
AQUIFOLIACEAE,"Ilex prostrata",,,,,,
ARACEAE,"Anthurium bromelicola",,,,,,
ARACEAE,"Anthurium coriaceum",,,,,,
ARACEAE,"Anthurium fontellanus",,,,,,
ARACEAE,"Anthurium ianthinopodum",,,,,,
ARACEAE,"Anthurium jilekii",,,,,,
ARACEAE,"Anthurium jureianum",,,,,,
ARACEAE,"Anthurium kunthii",,,,,,
ARACEAE,"Anthurium langsdorffii",,,,,,
ARACEAE,"Anthurium longifolium",,,,,,
ARACEAE,"Anthurium lucidum",,,,,,
ARACEAE,"Anthurium luschnathianum",,,,,,
ARACEAE,"Anthurium organense",,,,,,
ARACEAE,"Anthurium parasiticum",,,,,,
ARACEAE,"Anthurium parvum",,,,,,
ARACEAE,"Anthurium radicans",,,,,,
ARACEAE,"Anthurium xanthophylloides",,,,,,
ARACEAE,"Asterostigma cubense",,,,,,
ARACEAE,"Asterostigma lividum",,,,,,
ARACEAE,"Asterostigma lombardii",,,,,,
ARACEAE,"Dieffenbachia aglaonematifolia",,,,,,
ARACEAE,"Dracontioides desciscens",,,,,,
ARACEAE,"Heteropsis flexuosa",,,,,,
ARACEAE,"Heteropsis spruceana",,,,,,
ARACEAE,"Lemna valdiviana",,,,,,
ARACEAE,"Philodendron fragile",,,,,,
ARACEAE,"Philodendron hatschbachii",,,,,,
ARACEAE,"Philodendron missionum",,,,,,
ARACEAE,"Philodendron spiritus-sancti",,,,,,
ARACEAE,"Philodendron vargealtense",,,,,,
ARACEAE,"Stenospermation ulei",,,,,,
ARACEAE,"Taccarum peregrinum",,,,,,
ARACEAE,"Wolffiella oblonga",,,,,,
ARALIACEAE,"Aralia warmingiana",,,,,,
ARALIACEAE,"Dendropanax cuneatus",,,,,,
ARALIACEAE,"Hydrocotyle exigua",,,,,,
ARALIACEAE,"Hydrocotyle langsdorffii",,,,,,
ARALIACEAE,"Hydrocotyle pusilla",,,,,,
ARALIACEAE,"Oreopanax capitatus",,,,,,
ARALIACEAE,"Oreopanax fulvus",,,,,,
ARALIACEAE,"Schefflera aurata",,,,,,
ARALIACEAE,"Schefflera calva",,,,,,
ARALIACEAE,"Schefflera gardneri",,,,,,
ARALIACEAE,"Schefflera glaziovii",,,,,,
ARALIACEAE,"Schefflera sprucei",,,,,,
ARALIACEAE,"Schefflera succinea",,,,,,
ARALIACEAE,"Schefflera varisiana",,,,,,
ARAUCARIACEAE,"Araucaria angustifolia",,,,,,
ARECACEAE,"Acrocomia emensis",,,,,,
ARECACEAE,"Acrocomia hassleri",,,,,,
ARECACEAE,"Aiphanes ulei",,,,,,
ARECACEAE,"Allagoptera arenaria",,,,,,
ARECACEAE,"Allagoptera brevicalyx",,,,,,
ARECACEAE,"Astrocaryum aculeatissimum",,,,,,
ARECACEAE,"Astrocaryum minus",,,,,,
ARECACEAE,"Attalea barreirensis",,,,,,
ARECACEAE,"Attalea brasiliensis",,,,,,
ARECACEAE,"Attalea funifera",,,,,,
ARECACEAE,"Attalea oleifera",,,,,,
ARECACEAE,"Attalea phalerata",,,,,,
ARECACEAE,"Attalea tessmannii",,,,,,
ARECACEAE,"Bactris constanciae",,,,,,
ARECACEAE,"Bactris ferruginea",,,,,,
ARECACEAE,"Bactris hatschbachii",,,,,,
ARECACEAE,"Bactris pickelii",,,,,,
ARECACEAE,"Bactris timbuiensis",,,,,,
ARECACEAE,"Butia archeri",,,,,,
ARECACEAE,"Butia capitata",,,,,,
ARECACEAE,"Butia eriospatha",,,,,,
ARECACEAE,"Butia leiospatha",,,,,,
ARECACEAE,"Butia leptospatha",,,,,,
ARECACEAE,"Butia microspadix",,,,,,
ARECACEAE,"Butia paraguayensis",,,,,,
ARECACEAE,"Butia purpurascens",,,,,,
ARECACEAE,"Butia yatay",,,,,,
ARECACEAE,"Euterpe edulis",,,,,,
ARECACEAE,"Geonoma gamiova",,,,,,
ARECACEAE,"Geonoma schottiana",,,,,,
ARECACEAE,"Itaya amicorum",,,,,,
ARECACEAE,"Lytocaryum insigne",,,,,,
ARECACEAE,"Mauritia carana",,,,,,
ARECACEAE,"Prestoea tenuiramosa",,,,,,
ARECACEAE,"Syagrus botryophora",,,,,,
ARECACEAE,"Syagrus glaucescens",,,,,,
ARECACEAE,"Syagrus macrocarpa",,,,,,
ARECACEAE,"Syagrus mendanhensis",,,,,,
ARECACEAE,"Syagrus picrophylla",,,,,,
ARECACEAE,"Syagrus pseudococos",,,,,,
ARECACEAE,"Syagrus romanzoffiana",,,,,,
ARECACEAE,"Syagrus ruschiana",,,,,,
ARECACEAE,"Syagrus schizophylla",,,,,,
ARECACEAE,"Syagrus smithii",,,,,,
ARECACEAE,"Trithrinax brasiliensis",,,,,,
ARECACEAE,"Wettinia drudei",,,,,,
ARISTOLOCHIACEAE,"Aristolochia curviflora",,,,,,
ARISTOLOCHIACEAE,"Aristolochia cymbifera",,,,,,
ARISTOLOCHIACEAE,"Aristolochia hypoglauca",,,,,,
ARISTOLOCHIACEAE,"Aristolochia labiata",,,,,,
ARISTOLOCHIACEAE,"Aristolochia odora",,,,,,
ARISTOLOCHIACEAE,"Aristolochia odoratissima",,,,,,
ARISTOLOCHIACEAE,"Aristolochia wendeliana",,,,,,
ARNELLIACEAE,"Gongylanthus liebmannianus",,,,,,
ARNELLIACEAE,"Southbya organensis",,,,,,
ASPLENIACEAE,"Asplenium austrobrasiliense",,,,,,
ASPLENIACEAE,"Asplenium beckeri",,,,,,
ASPLENIACEAE,"Asplenium bradeanum",,,,,,
ASPLENIACEAE,"Asplenium campos-portoi",,,,,,
ASPLENIACEAE,"Asplenium castaneum",,,,,,
ASPLENIACEAE,"Asplenium lacinulatum",,,,,,
ASPLENIACEAE,"Asplenium muellerianum",,,,,,
ASPLENIACEAE,"Asplenium praemorsum",,,,,,
ASPLENIACEAE,"Asplenium schwackei",,,,,,
ASPLENIACEAE,"Asplenium ulbrichtii",,,,,,
ASPLENIACEAE,"Asplenium wacketii",,,,,,
ASTERACEAE,"Acmella pusilla",,,,,,
ASTERACEAE,"Acmella serratifolia",,,,,,
ASTERACEAE,"Acritopappus catolesensis",,,,,,
ASTERACEAE,"Acritopappus connatifolius",,,,,,
ASTERACEAE,"Acritopappus irwinii",,,,,,
ASTERACEAE,"Acritopappus pintoi",,,,,,
ASTERACEAE,"Agrianthus almasensis",,,,,,
ASTERACEAE,"Agrianthus giuliettiae",,,,,,
ASTERACEAE,"Anteremanthus hatschbachii",,,,,,
ASTERACEAE,"Aspilia almasensis",,,,,,
ASTERACEAE,"Aspilia attenuata",,,,,,
ASTERACEAE,"Aspilia clausseniana",,,,,,
ASTERACEAE,"Aspilia cordifolia",,,,,,
ASTERACEAE,"Aspilia cylindrocephala",,,,,,
ASTERACEAE,"Aspilia floribunda",,,,,,
ASTERACEAE,"Aspilia grazielae",,,,,,
ASTERACEAE,"Aspilia paraensis",,,,,,
ASTERACEAE,"Aspilia pohlii",,,,,,
ASTERACEAE,"Aspilia procumbens",,,,,,
ASTERACEAE,"Aspilia silphioides",,,,,,
ASTERACEAE,"Austrocritonia angulicaulis",,,,,,
ASTERACEAE,"Austroeupatorium rosmarinaceum",,,,,,
ASTERACEAE,"Baccharis brevifolia",,,,,,
ASTERACEAE,"Baccharis concinna",,,,,,
ASTERACEAE,"Baccharis elliptica",,,,,,
ASTERACEAE,"Baccharis grandimucronata",,,,,,
ASTERACEAE,"Baccharis hypericifolia",,,,,,
ASTERACEAE,"Baccharis lychnophora",,,,,,
ASTERACEAE,"Baccharis megapotamica",,,,,,
ASTERACEAE,"Baccharis paranensis",,,,,,
ASTERACEAE,"Baccharis penningtonii",,,,,,
ASTERACEAE,"Baccharis polyphylla",,,,,,
ASTERACEAE,"Baccharis pseudo-alpestris",,,,,,
ASTERACEAE,"Baccharis sagittalis",,,,,,
ASTERACEAE,"Baccharis sphenophylla",,,,,,
ASTERACEAE,"Barrosoa apiculata",,,,,,
ASTERACEAE,"Bidens bipinnata",,,,,,
ASTERACEAE,"Calea abbreviata",,,,,,
ASTERACEAE,"Calea acaulis",,,,,,
ASTERACEAE,"Calea brittoniana",,,,,,
ASTERACEAE,"Calea clausseniana",,,,,,
ASTERACEAE,"Calea clematidea",,,,,,
ASTERACEAE,"Calea cymosa",,,,,,
ASTERACEAE,"Calea gentianoides",,,,,,
ASTERACEAE,"Calea heteropappa",,,,,,
ASTERACEAE,"Calea kristiniae",,,,,,
ASTERACEAE,"Calea lantanoides",,,,,,
ASTERACEAE,"Calea polycephala",,,,,,
ASTERACEAE,"Calea serrata",,,,,,
ASTERACEAE,"Campuloclinium parvulum",,,,,,
