family,scientificNameWithoutAuthorship,scientificNameAuthorship,acceptedNameUsage
MALVACEAE,"Callianthe sellowiana","(Klotzsch) Donnel","Callianthe sellowiana (Klotzsch) Donnel"
MALVACEAE,"Callianthe senilis","(K. Schum) Donnel","Callianthe senilis (K. Schum) Donnel"
MALVACEAE,"Gaya gaudichaudiana",A.St.-Hil.,"Gaya gaudichaudiana A.St.-Hil."
MALVACEAE,"Sida petropolitana",Mont.,"Sida petropolitana Mont."
MALVACEAE,"Sida sampaiana",Mont.,"Sida sampaiana Mont."
MALVACEAE,"Sida schumanniana",Krapov.,"Sida schumanniana Krapov."
MALVACEAE,"Waltheria glazioviana",K.Schum.,"Waltheria glazioviana K.Schum."
MALVACEAE,"Waltheria petiolata",K.Schum.,"Waltheria petiolata K.Schum."
MARANTACEAE,"Goeppertia dorothyae","(J.M.A. Braga & H. Kenn.) J.M.A. Braga","Goeppertia dorothyae (J.M.A. Braga & H. Kenn.) J.M.A. Braga"
MARANTACEAE,"Goeppertia fatimae","(H.Kenn. & J.M.A.Braga) Borchs. & S.Suárez","Goeppertia fatimae (H.Kenn. & J.M.A.Braga) Borchs. & S.Suárez"
MARANTACEAE,"Goeppertia grazielae","(H.Kenn. & J.M.A.Braga) Borchs. & S.Suárez","Goeppertia grazielae (H.Kenn. & J.M.A.Braga) Borchs. & S.Suárez"
MARANTACEAE,"Goeppertia reginae","(J.M.A.Braga) Borchs. & S.Suárez","Goeppertia reginae (J.M.A.Braga) Borchs. & S.Suárez"
MARANTACEAE,"Goeppertia sphaerocephala","(K.Schum.) Borchs. & S.Suárez","Goeppertia sphaerocephala (K.Schum.) Borchs. & S.Suárez"
MARANTACEAE,"Thalia petersiana","K. Schum.","Thalia petersiana K. Schum."
MARCGRAVIACEAE,"Marcgravia comosa",C.Presl,"Marcgravia comosa C.Presl"
MARCGRAVIACEAE,"Souroubea platyadenia","(Gilg) de Roon","Souroubea platyadenia (Gilg) de Roon"
MARCHANTIACEAE,"Marchantia breviloba",A.Evans,"Marchantia breviloba A.Evans"
MARCHANTIACEAE,"Marchantia paleacea",Bert.,"Marchantia paleacea Bert."
MELASTOMATACEAE,"Behuria cordifolia",Cogn.,"Behuria cordifolia Cogn."
MELASTOMATACEAE,"Behuria corymbosa",Cogn.,"Behuria corymbosa Cogn."
MELASTOMATACEAE,"Behuria edmundoi",Brade,"Behuria edmundoi Brade"
MELASTOMATACEAE,"Behuria glazioviana",Cogn.,"Behuria glazioviana Cogn."
MELASTOMATACEAE,"Behuria huberioides",Brade,"Behuria huberioides Brade"
MELASTOMATACEAE,"Behuria limae",Brade,"Behuria limae Brade"
MELASTOMATACEAE,"Behuria magdalenensis","(Brade) R.Tav. & Baumgratz","Behuria magdalenensis (Brade) R.Tav. & Baumgratz"
MELASTOMATACEAE,"Behuria mouraei",Cogn.,"Behuria mouraei Cogn."
MELASTOMATACEAE,"Behuria organensis","(Saldanha & Cogn.) R.Tav. & Baumgratz","Behuria organensis (Saldanha & Cogn.) R.Tav. & Baumgratz"
MELASTOMATACEAE,"Bertolonia grazielae",Baumgratz,"Bertolonia grazielae Baumgratz"
MELASTOMATACEAE,"Bertolonia valenteana",Baumgratz,"Bertolonia valenteana Baumgratz"
MELASTOMATACEAE,"Bisglaziovia behurioides",Cogn.,"Bisglaziovia behurioides Cogn."
MELASTOMATACEAE,"Clidemia raddiana",Cogn.,"Clidemia raddiana Cogn."
MELASTOMATACEAE,"Huberia minor",Cogn.,"Huberia minor Cogn."
MELASTOMATACEAE,"Huberia parvifolia",Cogn.,"Huberia parvifolia Cogn."
MELASTOMATACEAE,"Huberia triplinervis",Cogn.,"Huberia triplinervis Cogn."
MELASTOMATACEAE,"Itatiaia cleistopetala","(Ule) Ule","Itatiaia cleistopetala (Ule) Ule"
MELASTOMATACEAE,"Leandra alpestris","(Gardner) Cogn.","Leandra alpestris (Gardner) Cogn."
MELASTOMATACEAE,"Leandra altomacaensis","Baumgratz & D`El Rei Souza","Leandra altomacaensis Baumgratz & D`El Rei Souza"
MELASTOMATACEAE,"Leandra atrata",Cogn.,"Leandra atrata Cogn."
MELASTOMATACEAE,"Leandra atroviridis",Cogn.,"Leandra atroviridis Cogn."
MELASTOMATACEAE,"Leandra attenuata",Cogn.,"Leandra attenuata Cogn."
MELASTOMATACEAE,"Leandra breviflora",Cogn.,"Leandra breviflora Cogn."
MELASTOMATACEAE,"Leandra chaetocalyx","(A.Gray) Cogn.","Leandra chaetocalyx (A.Gray) Cogn."
MELASTOMATACEAE,"Leandra dentata",Cogn.,"Leandra dentata Cogn."
MELASTOMATACEAE,"Leandra depauperata","Cogn. ex Kuntze","Leandra depauperata Cogn. ex Kuntze"
MELASTOMATACEAE,"Leandra freyreissii",Cogn.,"Leandra freyreissii Cogn."
MELASTOMATACEAE,"Leandra laxa",Cogn.,"Leandra laxa Cogn."
MELASTOMATACEAE,"Leandra magdalenensis",Brade,"Leandra magdalenensis Brade"
MELASTOMATACEAE,"Leandra markgrafii",Brade,"Leandra markgrafii Brade"
MELASTOMATACEAE,"Leandra mollis",Cogn.,"Leandra mollis Cogn."
MELASTOMATACEAE,"Leandra mouraei",Cogn.,"Leandra mouraei Cogn."
MELASTOMATACEAE,"Leandra multisetosa",Cogn.,"Leandra multisetosa Cogn."
MELASTOMATACEAE,"Leandra niangaeformis",Cogn.,"Leandra niangaeformis Cogn."
MELASTOMATACEAE,"Leandra organensis",Cogn.,"Leandra organensis Cogn."
MELASTOMATACEAE,"Leandra pubescens",Cogn.,"Leandra pubescens Cogn."
MELASTOMATACEAE,"Leandra rubida",Cogn.,"Leandra rubida Cogn."
MELASTOMATACEAE,"Leandra saldanhaei",Cogn.,"Leandra saldanhaei Cogn."
MELASTOMATACEAE,"Leandra schwackei",Cogn.,"Leandra schwackei Cogn."
MELASTOMATACEAE,"Leandra sessiliflora",Cogn.,"Leandra sessiliflora Cogn."
MELASTOMATACEAE,"Leandra sphaerocarpa",Cogn.,"Leandra sphaerocarpa Cogn."
MELASTOMATACEAE,"Leandra tetragona",Cogn.,"Leandra tetragona Cogn."
MELASTOMATACEAE,"Meriania excelsa","(Gardner) Cogn.","Meriania excelsa (Gardner) Cogn."
MELASTOMATACEAE,"Meriania glabra","(DC.) Triana","Meriania glabra (DC.) Triana"
MELASTOMATACEAE,"Meriania glazioviana",Cogn.,"Meriania glazioviana Cogn."
MELASTOMATACEAE,"Meriania longipes",Triana,"Meriania longipes Triana"
MELASTOMATACEAE,"Meriania robusta",Cogn.,"Meriania robusta Cogn."
MELASTOMATACEAE,"Miconia altissima",Cogn.,"Miconia altissima Cogn."
MELASTOMATACEAE,"Miconia argyraea",Cogn.,"Miconia argyraea Cogn."
MELASTOMATACEAE,"Miconia augusti",Cogn.,"Miconia augusti Cogn."
MELASTOMATACEAE,"Miconia cinerea",Cogn.,"Miconia cinerea Cogn."
MELASTOMATACEAE,"Miconia dichroa",Cogn.,"Miconia dichroa Cogn."
MELASTOMATACEAE,"Miconia divaricata",Gardner,"Miconia divaricata Gardner"
MELASTOMATACEAE,"Miconia eichleri",Cogn.,"Miconia eichleri Cogn."
MELASTOMATACEAE,"Miconia elaeodendron","(DC.) Naudin","Miconia elaeodendron (DC.) Naudin"
MELASTOMATACEAE,"Miconia fluminensis",Ule,"Miconia fluminensis Ule"
MELASTOMATACEAE,"Miconia gigantea",Cogn.,"Miconia gigantea Cogn."
MELASTOMATACEAE,"Miconia gilva",Cogn.,"Miconia gilva Cogn."
MELASTOMATACEAE,"Miconia glazioviana",Cogn.,"Miconia glazioviana Cogn."
MELASTOMATACEAE,"Miconia inaequidens","(DC.) Naudin","Miconia inaequidens (DC.) Naudin"
MELASTOMATACEAE,"Miconia klotzschii",Triana,"Miconia klotzschii Triana"
MELASTOMATACEAE,"Miconia laeta",Cogn.,"Miconia laeta Cogn."
MELASTOMATACEAE,"Miconia mourae",Cogn.,"Miconia mourae Cogn."
MELASTOMATACEAE,"Miconia oblongifolia",Cogn.,"Miconia oblongifolia Cogn."
MELASTOMATACEAE,"Miconia ovalifolia",Cogn.,"Miconia ovalifolia Cogn."
MELASTOMATACEAE,"Miconia ovata",Cogn.,"Miconia ovata Cogn."
MELASTOMATACEAE,"Miconia penduliflora",Cogn.,"Miconia penduliflora Cogn."
MELASTOMATACEAE,"Miconia petroniana","Cogn. & Saldanha","Miconia petroniana Cogn. & Saldanha"
MELASTOMATACEAE,"Miconia pseudoeichleri",Cogn.,"Miconia pseudoeichleri Cogn."
MELASTOMATACEAE,"Miconia pulchra",Cogn.,"Miconia pulchra Cogn."
MELASTOMATACEAE,"Miconia rabenii",Cogn.,"Miconia rabenii Cogn."
MELASTOMATACEAE,"Miconia saldanhae",Cogn.,"Miconia saldanhae Cogn."
MELASTOMATACEAE,"Miconia subvernicosa",Cogn.,"Miconia subvernicosa Cogn."
MELASTOMATACEAE,"Mouriri arenicola",Morley,"Mouriri arenicola Morley"
MELASTOMATACEAE,"Pleiochiton glaziovianum",Cogn.,"Pleiochiton glaziovianum Cogn."
MELASTOMATACEAE,"Pleiochiton longipetiolatum",Brade,"Pleiochiton longipetiolatum Brade"
MELASTOMATACEAE,"Pleiochiton magdalenense",Brade,"Pleiochiton magdalenense Brade"
MELASTOMATACEAE,"Pleiochiton micranthum",Cogn.,"Pleiochiton micranthum Cogn."
MELASTOMATACEAE,"Pleiochiton parvifolium",Cogn.,"Pleiochiton parvifolium Cogn."
MELASTOMATACEAE,"Tibouchina alata",Cogn.,"Tibouchina alata Cogn."
MELASTOMATACEAE,"Tibouchina australis","(Triana) Cogn.","Tibouchina australis (Triana) Cogn."
MELASTOMATACEAE,"Tibouchina axillaris",Cogn.,"Tibouchina axillaris Cogn."
MELASTOMATACEAE,"Tibouchina benthamiana","(Gardner) Cogn.","Tibouchina benthamiana (Gardner) Cogn."
MELASTOMATACEAE,"Tibouchina cordifolia",Cogn.,"Tibouchina cordifolia Cogn."
MELASTOMATACEAE,"Tibouchina corymbosa","(Raddi) Cogn.","Tibouchina corymbosa (Raddi) Cogn."
MELASTOMATACEAE,"Tibouchina cristata",Brade,"Tibouchina cristata Brade"
MELASTOMATACEAE,"Tibouchina discolor",Brade,"Tibouchina discolor Brade"
MELASTOMATACEAE,"Tibouchina elegans","(Gardner) Cogn.","Tibouchina elegans (Gardner) Cogn."
MELASTOMATACEAE,"Tibouchina floribunda",Cogn.,"Tibouchina floribunda Cogn."
MELASTOMATACEAE,"Tibouchina granulosa","(Desr.) Cogn.","Tibouchina granulosa (Desr.) Cogn."
MELASTOMATACEAE,"Tibouchina hirsutissima",Cogn.,"Tibouchina hirsutissima Cogn."
MELASTOMATACEAE,"Tibouchina lilacina",Cogn.,"Tibouchina lilacina Cogn."
MELASTOMATACEAE,"Tibouchina maximiliana","(DC.) Baill.","Tibouchina maximiliana (DC.) Baill."
MELASTOMATACEAE,"Tibouchina moricandiana",Baill.,"Tibouchina moricandiana Baill."
MELASTOMATACEAE,"Tibouchina pallida",Cogn.,"Tibouchina pallida Cogn."
MELASTOMATACEAE,"Tibouchina raddiana","(DC.) Cogn.","Tibouchina raddiana (DC.) Cogn."
MELASTOMATACEAE,"Tibouchina schwackei",Cogn.,"Tibouchina schwackei Cogn."
MELASTOMATACEAE,"Tibouchina thereminiana","(DC.) Cogn.","Tibouchina thereminiana (DC.) Cogn."
MELASTOMATACEAE,"Tibouchina virgata","(Gardner) Cogn.","Tibouchina virgata (Gardner) Cogn."
MELIACEAE,"Trichilia luciae",Barreiros,"Trichilia luciae Barreiros"
MONIMIACEAE,"Grazielanthus arkeocarpus","Peixoto & Per.-Moura","Grazielanthus arkeocarpus Peixoto & Per.-Moura"
MONIMIACEAE,"Macropeplus friburgensis","(Perkins) I.Santos & Peixoto","Macropeplus friburgensis (Perkins) I.Santos & Peixoto"
MONIMIACEAE,"Mollinedia acutissima",Perkins,"Mollinedia acutissima Perkins"
MONIMIACEAE,"Mollinedia corcovadensis",Perkins,"Mollinedia corcovadensis Perkins"
MONIMIACEAE,"Mollinedia longicuspidata",Perkins,"Mollinedia longicuspidata Perkins"
MONIMIACEAE,"Mollinedia marliae","Peixoto & V. Pereira","Mollinedia marliae Peixoto & V. Pereira"
MONIMIACEAE,"Mollinedia stenophylla",Perkins,"Mollinedia stenophylla Perkins"
MORACEAE,"Dorstenia brevipetiolata",C.C.Berg,"Dorstenia brevipetiolata C.C.Berg"
MORACEAE,"Dorstenia fischeri",Bureau,"Dorstenia fischeri Bureau"
MORACEAE,"Dorstenia ramosa","(Desv.) Carauta, C.Valente & Sucre","Dorstenia ramosa (Desv.) Carauta, C.Valente & Sucre"
MORACEAE,"Maclura brasiliensis","(Mart.) Endl.","Maclura brasiliensis (Mart.) Endl."
MORACEAE,"Sorocea carautana","M.D.M.Vianna et al.","Sorocea carautana M.D.M.Vianna et al."
MYRTACEAE,"Calyptranthes anceps",O.Berg,"Calyptranthes anceps O.Berg"
MYRTACEAE,"Calyptranthes aromatica",A.St.-Hil.,"Calyptranthes aromatica A.St.-Hil."
MYRTACEAE,"Calyptranthes bimarginata",O.Berg,"Calyptranthes bimarginata O.Berg"
MYRTACEAE,"Calyptranthes caudata",Gardner,"Calyptranthes caudata Gardner"
MYRTACEAE,"Calyptranthes grandiflora",O.Berg,"Calyptranthes grandiflora O.Berg"
MYRTACEAE,"Calyptranthes martiusiana",DC.,"Calyptranthes martiusiana DC."
MYRTACEAE,"Calyptranthes ursina","Barroso & Peixoto","Calyptranthes ursina Barroso & Peixoto"
MYRTACEAE,"Campomanesia fruticosa","(Vell.) O.Berg","Campomanesia fruticosa (Vell.) O.Berg"
MYRTACEAE,"Campomanesia hirsuta",Gardner,"Campomanesia hirsuta Gardner"
MYRTACEAE,"Campomanesia lundiana","(Kiaersk.) Mattos","Campomanesia lundiana (Kiaersk.) Mattos"
MYRTACEAE,"Campomanesia mediterranea","(Vell.) O.Berg","Campomanesia mediterranea (Vell.) O.Berg"
MYRTACEAE,"Campomanesia terminalis","(Vell.) Mattos","Campomanesia terminalis (Vell.) Mattos"
MYRTACEAE,"Eugenia adenocarpa",O.Berg,"Eugenia adenocarpa O.Berg"
MYRTACEAE,"Eugenia arrabidae",O.Berg,"Eugenia arrabidae O.Berg"
MYRTACEAE,"Eugenia arvensis",Vell.,"Eugenia arvensis Vell."
MYRTACEAE,"Eugenia augustana",Kiaersk.,"Eugenia augustana Kiaersk."
MYRTACEAE,"Eugenia brachysepala",Kiaersk.,"Eugenia brachysepala Kiaersk."
MYRTACEAE,"Eugenia cambucae",Mattos,"Eugenia cambucae Mattos"
MYRTACEAE,"Eugenia chlorocarpa",O.Berg,"Eugenia chlorocarpa O.Berg"
MYRTACEAE,"Eugenia cinerascens",Gardner,"Eugenia cinerascens Gardner"
MYRTACEAE,"Eugenia coccifera",O.Berg,"Eugenia coccifera O.Berg"
MYRTACEAE,"Eugenia corcovadensis",Kiaersk.,"Eugenia corcovadensis Kiaersk."
MYRTACEAE,"Eugenia crenata",Vell.,"Eugenia crenata Vell."
MYRTACEAE,"Eugenia decussata","(Vell.) Mattos","Eugenia decussata (Vell.) Mattos"
MYRTACEAE,"Eugenia expansa","Spring ex Mart.","Eugenia expansa Spring ex Mart."
MYRTACEAE,"Eugenia grandifolia",O.Berg,"Eugenia grandifolia O.Berg"
MYRTACEAE,"Eugenia grazielae","Mattos & D.Legrand","Eugenia grazielae Mattos & D.Legrand"
MYRTACEAE,"Eugenia irirensis",O.Berg,"Eugenia irirensis O.Berg"
MYRTACEAE,"Eugenia itaguahiensis",Nied.,"Eugenia itaguahiensis Nied."
MYRTACEAE,"Eugenia kuhlmanniana","Mattos & D.Legrand","Eugenia kuhlmanniana Mattos & D.Legrand"
MYRTACEAE,"Eugenia magnifica","Spring ex Mart.","Eugenia magnifica Spring ex Mart."
MYRTACEAE,"Eugenia marambaiensis","M.C.Souza & M.P.Lima","Eugenia marambaiensis M.C.Souza & M.P.Lima"
MYRTACEAE,"Eugenia martiana","(O.Berg) Mattos","Eugenia martiana (O.Berg) Mattos"
MYRTACEAE,"Eugenia oxyoentophylla",Kiaersk.,"Eugenia oxyoentophylla Kiaersk."
MYRTACEAE,"Eugenia puberula",Nied.,"Eugenia puberula Nied."
MYRTACEAE,"Eugenia pulcherrima",Kiaersk.,"Eugenia pulcherrima Kiaersk."
MYRTACEAE,"Eugenia sprengelii",DC.,"Eugenia sprengelii DC."
MYRTACEAE,"Eugenia stenosepala",Kiaersk.,"Eugenia stenosepala Kiaersk."
MYRTACEAE,"Eugenia strellensis",O.Berg,"Eugenia strellensis O.Berg"
MYRTACEAE,"Eugenia strigipes",O.Berg,"Eugenia strigipes O.Berg"
MYRTACEAE,"Eugenia teixeireana","(Mattos) Mattos","Eugenia teixeireana (Mattos) Mattos"
MYRTACEAE,"Eugenia violascens",O.Berg,"Eugenia violascens O.Berg"
MYRTACEAE,"Marlierea capitata",O.Berg,"Marlierea capitata O.Berg"
MYRTACEAE,"Marlierea choriophylla",Kiaersk.,"Marlierea choriophylla Kiaersk."
MYRTACEAE,"Marlierea estrellensis",O.Berg,"Marlierea estrellensis O.Berg"
MYRTACEAE,"Marlierea guanabarina","Mattos & D.Legrand","Marlierea guanabarina Mattos & D.Legrand"
MYRTACEAE,"Marlierea langsdorffii",O.Berg,"Marlierea langsdorffii O.Berg"
MYRTACEAE,"Marlierea martinellii","G.M.Barroso & Peixoto","Marlierea martinellii G.M.Barroso & Peixoto"
MYRTACEAE,"Marlierea occhionii",D.Legrand,"Marlierea occhionii D.Legrand"
MYRTACEAE,"Marlierea resupinata","(Vell.) O.Berg","Marlierea resupinata (Vell.) O.Berg"
MYRTACEAE,"Marlierea sessiliflora",O.Berg,"Marlierea sessiliflora O.Berg"
MYRTACEAE,"Marlierea silvestris","(Vell.) Mattos","Marlierea silvestris (Vell.) Mattos"
MYRTACEAE,"Myrcia badia","(O.Berg) N.Silveira","Myrcia badia (O.Berg) N.Silveira"
MYRTACEAE,"Myrcia colpodes",Kiaersk.,"Myrcia colpodes Kiaersk."
MYRTACEAE,"Myrcia dolichopetala",Kiaersk.,"Myrcia dolichopetala Kiaersk."
MYRTACEAE,"Myrcia magnifolia","(O.Berg) Kiaersk.","Myrcia magnifolia (O.Berg) Kiaersk."
MYRTACEAE,"Myrcia neocambessedeana","E.Lucas & Sobral","Myrcia neocambessedeana E.Lucas & Sobral"
MYRTACEAE,"Myrcia oreioeca",Kiaersk.,"Myrcia oreioeca Kiaersk."
MYRTACEAE,"Myrcia rubiginosa",Cambess.,"Myrcia rubiginosa Cambess."
MYRTACEAE,"Myrcia stewartiana",O.Berg,"Myrcia stewartiana O.Berg"
MYRTACEAE,"Myrcia velutiflora","(Mattos & D.Legrand) Mattos","Myrcia velutiflora (Mattos & D.Legrand) Mattos"
MYRTACEAE,"Myrcia warmingiana",Kiaersk.,"Myrcia warmingiana Kiaersk."
MYRTACEAE,"Myrciaria pallida",O.Berg,"Myrciaria pallida O.Berg"
MYRTACEAE,"Myrciaria pumila","(Gardner) O.Berg","Myrciaria pumila (Gardner) O.Berg"
MYRTACEAE,"Neomitranthes apiculata","(Burret) Mattos","Neomitranthes apiculata (Burret) Mattos"
MYRTACEAE,"Neomitranthes riedeliana","(O.Berg) Mattos","Neomitranthes riedeliana (O.Berg) Mattos"
MYRTACEAE,"Plinia anonyma",Sobral,"Plinia anonyma Sobral"
MYRTACEAE,"Plinia ilhensis",G.M.Barroso,"Plinia ilhensis G.M.Barroso"
MYRTACEAE,"Plinia marqueteana",G.M.Barroso,"Plinia marqueteana G.M.Barroso"
MYRTACEAE,"Plinia martinellii","G.M.Barroso & M.Peron","Plinia martinellii G.M.Barroso & M.Peron"
MYRTACEAE,"Plinia sebastianopolitana",G.M.Barroso,"Plinia sebastianopolitana G.M.Barroso"
MYRTACEAE,"Psidium anthomega",Vell.,"Psidium anthomega Vell."
MYRTACEAE,"Psidium arboreum",Vell.,"Psidium arboreum Vell."
OCHNACEAE,"Luxemburgia glazioviana","(Engl.) Beauverd","Luxemburgia glazioviana (Engl.) Beauverd"
OCHNACEAE,"Ouratea campos-portoi",Sleumer,"Ouratea campos-portoi Sleumer"
OCHNACEAE,"Ouratea grandifolia","(Planch.) Engl.","Ouratea grandifolia (Planch.) Engl."
OCHNACEAE,"Ouratea miersii","(Planch.) Engl.","Ouratea miersii (Planch.) Engl."
OCHNACEAE,"Ouratea polita","(C.Presl) Engl.","Ouratea polita (C.Presl) Engl."
OCHNACEAE,"Ouratea stipulata","(Vell.) Engl.","Ouratea stipulata (Vell.) Engl."
OLACACEAE,"Cathedra grandiflora",Loes.,"Cathedra grandiflora Loes."
OLACACEAE,"Dulacia singularis",Vell.,"Dulacia singularis Vell."
OLEACEAE,"Chionanthus fluminensis","(Miers) P.S.Green","Chionanthus fluminensis (Miers) P.S.Green"
OLEACEAE,"Chionanthus tenuis",P.S.Green,"Chionanthus tenuis P.S.Green"
ONAGRACEAE,"Fuchsia alpestris",Gardner,"Fuchsia alpestris Gardner"
ONAGRACEAE,"Fuchsia campos-portoi","Pilg. & Schulze-Menz","Fuchsia campos-portoi Pilg. & Schulze-Menz"
ONAGRACEAE,"Fuchsia glazioviana",Taub.,"Fuchsia glazioviana Taub."
OPILIACEAE,"Agonandra fluminensis","Rizzini & Occhioni","Agonandra fluminensis Rizzini & Occhioni"
ORCHIDACEAE,"Acianthera bidentata","(Lindl.) F.Barros & L.Guimarães","Acianthera bidentata (Lindl.) F.Barros & L.Guimarães"
ORCHIDACEAE,"Acianthera exdrasii","(Luer & Toscano) Luer","Acianthera exdrasii (Luer & Toscano) Luer"
ORCHIDACEAE,"Acianthera pavimentata","(Rchb.f.) Pridgeon & M.W.Chase","Acianthera pavimentata (Rchb.f.) Pridgeon & M.W.Chase"
ORCHIDACEAE,"Acianthera subrotundifolia","(Cogn.) F.Barros & V.T.Rodrigues","Acianthera subrotundifolia (Cogn.) F.Barros & V.T.Rodrigues"
ORCHIDACEAE,"Anathallis flammea","(Barb.Rodr.) F.Barros","Anathallis flammea (Barb.Rodr.) F.Barros"
ORCHIDACEAE,"Anathallis githaginea","(Pabst & Garay) Pridgeon & M.W.Chase","Anathallis githaginea (Pabst & Garay) Pridgeon & M.W.Chase"
ORCHIDACEAE,"Anathallis lichenophila","(Porto & Brade) Luer","Anathallis lichenophila (Porto & Brade) Luer"
ORCHIDACEAE,"Anathallis pubipetala","(Hoehne) Pridgeon & M.W.Chase","Anathallis pubipetala (Hoehne) Pridgeon & M.W.Chase"
ORCHIDACEAE,"Anathallis rubrolimbata","(Hoehne) F.Barros & Barberena","Anathallis rubrolimbata (Hoehne) F.Barros & Barberena"
ORCHIDACEAE,"Anathallis spannageliana","(Hoehne) Pridgeon & M.W.Chase","Anathallis spannageliana (Hoehne) Pridgeon & M.W.Chase"
ORCHIDACEAE,"Baptistonia pulchella","(Regel) Chiron & V.P.Castro","Baptistonia pulchella (Regel) Chiron & V.P.Castro"
ORCHIDACEAE,"Barbosella macaheensis","(Cogn.) Luer","Barbosella macaheensis (Cogn.) Luer"
ORCHIDACEAE,"Brasilaelia fidelensis","(Pabst) Gutfreund","Brasilaelia fidelensis (Pabst) Gutfreund"
ORCHIDACEAE,"Brasilidium dasytyle","(Rchb.f.) F.Barros & V.T.Rodrigues","Brasilidium dasytyle (Rchb.f.) F.Barros & V.T.Rodrigues"
ORCHIDACEAE,"Brasiliorchis heismanniana","(Barb.Rodr.) R.B.Singer et al.","Brasiliorchis heismanniana (Barb.Rodr.) R.B.Singer et al."
ORCHIDACEAE,"Brasiliorchis polyantha","(Barb.Rodr.) R.B.Singer et al.","Brasiliorchis polyantha (Barb.Rodr.) R.B.Singer et al."
ORCHIDACEAE,"Bulbophyllum macroceras",Barb.Rodr.,"Bulbophyllum macroceras Barb.Rodr."
ORCHIDACEAE,"Campylocentrum calostachyum","(Barb. Rodr.) Cogn.","Campylocentrum calostachyum (Barb. Rodr.) Cogn."
ORCHIDACEAE,"Campylocentrum organense","(Rchb.f.) Rolfe","Campylocentrum organense (Rchb.f.) Rolfe"
ORCHIDACEAE,"Catasetum globiflorum",Hook.,"Catasetum globiflorum Hook."
ORCHIDACEAE,"Cattleya dormaniana",Rchb.f.,"Cattleya dormaniana Rchb.f."
ORCHIDACEAE,"Centroglossa greeniana","(Rchb.f.) Cogn.","Centroglossa greeniana (Rchb.f.) Cogn."
ORCHIDACEAE,"Cleistes liliastrum",Rchb.f.,"Cleistes liliastrum Rchb.f."
ORCHIDACEAE,"Cleistes miersii",Gardner,"Cleistes miersii Gardner"
ORCHIDACEAE,"Coppensia edmundoi","(Pabst) Campacci","Coppensia edmundoi (Pabst) Campacci"
ORCHIDACEAE,"Cyclopogon gardneri","Mytnik et al.","Cyclopogon gardneri Mytnik et al."
ORCHIDACEAE,"Cyclopogon proboscideus",Szlach.,"Cyclopogon proboscideus Szlach."
ORCHIDACEAE,"Cyclopogon venustus","(Barb.Rodr) Schltr.","Cyclopogon venustus (Barb.Rodr) Schltr."
ORCHIDACEAE,"Encyclia viridiflora",Hook.,"Encyclia viridiflora Hook."
ORCHIDACEAE,"Epidendrum ammophilum",Barb.Rodr.,"Epidendrum ammophilum Barb.Rodr."
ORCHIDACEAE,"Epidendrum goebelii",Schltr.,"Epidendrum goebelii Schltr."
ORCHIDACEAE,"Epidendrum harrisoniae",Hook.,"Epidendrum harrisoniae Hook."
ORCHIDACEAE,"Epistephium portellianum",Barb.Rodr.,"Epistephium portellianum Barb.Rodr."
ORCHIDACEAE,"Eurystyles lobata","Chiron & V.P.Castro","Eurystyles lobata Chiron & V.P.Castro"
ORCHIDACEAE,"Eurystyles rutkowskiana",Szlach.,"Eurystyles rutkowskiana Szlach."
ORCHIDACEAE,"Gomesa messmeriana","(Campacci) Laitano","Gomesa messmeriana (Campacci) Laitano"
ORCHIDACEAE,"Habenaria gnoma",Barb.Rodr.,"Habenaria gnoma Barb.Rodr."
ORCHIDACEAE,"Hadrolaelia acuensis","(Fowlie) Chiron & V.P.Castro","Hadrolaelia acuensis (Fowlie) Chiron & V.P.Castro"
ORCHIDACEAE,"Hapalorchis cymbirostris",Szlach.,"Hapalorchis cymbirostris Szlach."
ORCHIDACEAE,"Hapalorchis panduratus",Szlach.,"Hapalorchis panduratus Szlach."
ORCHIDACEAE,"Hoffmannseggella alvaroana","(F.E.L.Miranda) V.P.Castro & Chiron","Hoffmannseggella alvaroana (F.E.L.Miranda) V.P.Castro & Chiron"
ORCHIDACEAE,"Lankesterella parvula","(Kraenzl.) Pabst","Lankesterella parvula (Kraenzl.) Pabst"
ORCHIDACEAE,"Lankesterella pilosa","(Cogn.) Hoehne","Lankesterella pilosa (Cogn.) Hoehne"
ORCHIDACEAE,"Lankesterella spannageliana","(Hoehne & Brade) Mansf.","Lankesterella spannageliana (Hoehne & Brade) Mansf."
ORCHIDACEAE,"Maxillaria pterocarpa",Barb.Rodr.,"Maxillaria pterocarpa Barb.Rodr."
ORCHIDACEAE,"Miltonia flava",Lindl.,"Miltonia flava Lindl."
ORCHIDACEAE,"Octomeria aetheoantha",Barb.Rodr.,"Octomeria aetheoantha Barb.Rodr."
ORCHIDACEAE,"Octomeria cariocana",Pabst,"Octomeria cariocana Pabst"
ORCHIDACEAE,"Octomeria cochlearis",Rchb.f.,"Octomeria cochlearis Rchb.f."
ORCHIDACEAE,"Octomeria fimbriata","Porto & Peixoto","Octomeria fimbriata Porto & Peixoto"
ORCHIDACEAE,"Octomeria helvola",Barb.Rodr.,"Octomeria helvola Barb.Rodr."
ORCHIDACEAE,"Octomeria itatiaiae","Brade & Pabst","Octomeria itatiaiae Brade & Pabst"
ORCHIDACEAE,"Octomeria minuta",Cogn.,"Octomeria minuta Cogn."
