"Familia";"Nome";"Analise";"Avaliação";"Categoria";"Criterio"
"ASTERACEAE";"Graphistylis cuneifolia";"";"";"";""
"ASTERACEAE";"Lepidaploa araujoa";"";"";"";""
"ASTERACEAE";"Lepidaploa coulonioides";"";"";"";""
"ASTERACEAE";"Lepidaploa obtusifolia";"";"";"";""
"ASTERACEAE";"Lepidaploa persicifolia";"";"";"";""
"ASTERACEAE";"Lessingianthus glaziovianus";"";"";"";""
"ASTERACEAE";"Macropodina bradei";"";"";"";""
"ASTERACEAE";"Mikania alexandreae";"";"";"";""
"ASTERACEAE";"Mikania cabrerae";"";"";"";""
"ASTERACEAE";"Mikania campos-portoana";"";"";"";""
"ASTERACEAE";"Mikania casarettoi";"";"";"";""
"ASTERACEAE";"Mikania hastifolia";"";"";"";""
"ASTERACEAE";"Mikania paranahybensis";"";"";"";""
"ASTERACEAE";"Mikania pteropoda";"";"";"";""
"ASTERACEAE";"Mikania vauthieriana";"";"";"";""
"ASTERACEAE";"Ophryosporus organensis";"";"";"";""
"ASTERACEAE";"Piptocarpha verticillata";"";"";"";""
"ASTERACEAE";"Senecio arctiifolius";"";"";"";""
"ASTERACEAE";"Senecio malacophyllus";"";"";"";""
"ASTERACEAE";"Senecio ramentaceus";"";"";"";""
"ASTERACEAE";"Stevia dubia";"";"";"";""
"ASTERACEAE";"Stevia organensis";"";"";"";""
"ASTERACEAE";"Stevia verticillata";"";"";"";""
"ASTERACEAE";"Trichogoniopsis podocarpa";"";"";"";""
"ASTERACEAE";"Wunderlichia insignis";"";"";"";""
"BARTRAMIACEAE";"Bartramia longifolia";"";"";"";""
"BARTRAMIACEAE";"Bartramia mathewsii";"";"";"";""
"BARTRAMIACEAE";"Conostomum macrotheca";"";"";"";""
"BEGONIACEAE";"Begonia acetosa";"";"";"";""
"BEGONIACEAE";"Begonia acida";"";"";"";""
"BEGONIACEAE";"Begonia aconitifolia";"";"";"";""
"BEGONIACEAE";"Begonia antonietae";"";"";"";""
"BEGONIACEAE";"Begonia cariocana";"";"";"";""
"BEGONIACEAE";"Begonia cerasiphylla";"";"";"";""
"BEGONIACEAE";"Begonia collaris";"";"";"";""
"BEGONIACEAE";"Begonia concinna";"";"";"";""
"BEGONIACEAE";"Begonia cordata";"";"";"";""
"BEGONIACEAE";"Begonia declinata";"";"";"";""
"BEGONIACEAE";"Begonia densifolia";"";"";"";""
"BEGONIACEAE";"Begonia dentatiloba";"";"";"";""
"BEGONIACEAE";"Begonia depauperata";"";"";"";""
"BEGONIACEAE";"Begonia edmundoi";"";"";"";""
"BEGONIACEAE";"Begonia epipsila";"";"";"";""
"BEGONIACEAE";"Begonia erecta";"";"";"";""
"BEGONIACEAE";"Begonia fabulosa";"";"";"";""
"BEGONIACEAE";"Begonia fagifolia";"";"";"";""
"BEGONIACEAE";"Begonia fluminensis";"";"";"";""
"BEGONIACEAE";"Begonia forgetiana";"";"";"";""
"BEGONIACEAE";"Begonia friburgensis";"";"";"";""
"BEGONIACEAE";"Begonia herteri";"";"";"";""
"BEGONIACEAE";"Begonia jocelinoi";"";"";"";""
"BEGONIACEAE";"Begonia lanstyakii";"";"";"";""
"BEGONIACEAE";"Begonia lubbersii";"";"";"";""
"BEGONIACEAE";"Begonia lunaris";"";"";"";""
"BEGONIACEAE";"Begonia magdalenensis";"";"";"";""
"BEGONIACEAE";"Begonia occhionii";"";"";"";""
"BEGONIACEAE";"Begonia olsoniae";"";"";"";""
"BEGONIACEAE";"Begonia parvifolia";"";"";"";""
"BEGONIACEAE";"Begonia princeps";"";"";"";""
"BEGONIACEAE";"Begonia pseudolubbersii";"";"";"";""
"BEGONIACEAE";"Begonia ramentacea";"";"";"";""
"BEGONIACEAE";"Begonia rotunda";"";"";"";""
"BEGONIACEAE";"Begonia rubropilosa";"";"";"";""
"BEGONIACEAE";"Begonia sanguinea";"";"";"";""
"BEGONIACEAE";"Begonia semidigitata";"";"";"";""
"BEGONIACEAE";"Begonia valida";"";"";"";""
"BEGONIACEAE";"Begonia velloziana";"";"";"";""
"BIGNONIACEAE";"Adenocalymma bullatum";"";"";"";""
"BIGNONIACEAE";"Bignonia costata";"";"";"";""
"BIGNONIACEAE";"Fridericia elegans";"";"";"";""
"BIGNONIACEAE";"Jacaranda crassifolia";"";"";"";""
"BORAGINACEAE";"Cordia latiloba";"open";"";"";""
"BORAGINACEAE";"Myriopus volubilis";"";"";"";""
"BORAGINACEAE";"Varronia leucomalla";"open";"";"";""
"BROMELIACEAE";"Aechmea caesia";"open";"";"";""
"BROMELIACEAE";"Aechmea cariocae";"";"";"";""
"BROMELIACEAE";"Aechmea dealbata";"";"";"";""
"BROMELIACEAE";"Aechmea fasciata";"";"";"";""
"BROMELIACEAE";"Aechmea flavorosea";"";"";"";""
"BROMELIACEAE";"Aechmea grazielae";"";"";"";""
"BROMELIACEAE";"Aechmea paratiensis";"";"";"";""
"BROMELIACEAE";"Aechmea prava";"";"";"";""
"BROMELIACEAE";"Aechmea squarrosa";"";"";"";""
"BROMELIACEAE";"Alcantarea farneyi";"";"";"";""
"BROMELIACEAE";"Alcantarea geniculata";"";"";"";""
"BROMELIACEAE";"Alcantarea glaziouana";"";"";"";""
"BROMELIACEAE";"Alcantarea heloisae";"";"";"";""
"BROMELIACEAE";"Alcantarea martinellii";"";"";"";""
"BROMELIACEAE";"Alcantarea nevaresii";"";"";"";""
"BROMELIACEAE";"Alcantarea tortuosa";"";"";"";""
"BROMELIACEAE";"Billbergia amandae";"";"";"";""
"BROMELIACEAE";"Billbergia brasiliensis";"";"";"";""
"BROMELIACEAE";"Billbergia macracantha";"";"";"";""
"BROMELIACEAE";"Canistropsis correia-araujoi";"";"";"";""
"BROMELIACEAE";"Canistropsis elata";"";"";"";""
"BROMELIACEAE";"Canistropsis marceloi";"";"";"";""
"BROMELIACEAE";"Canistropsis pulcherrima";"";"";"";""
"BROMELIACEAE";"Cryptanthus bromelioides";"";"";"";""
"BROMELIACEAE";"Cryptanthus delicatus";"";"";"";""
"BROMELIACEAE";"Cryptanthus sinuosus";"";"";"";""
"BROMELIACEAE";"Dyckia martinellii";"";"";"";""
"BROMELIACEAE";"Dyckia pseudococcinea";"";"";"";""
"BROMELIACEAE";"Neoregelia abendrothae";"";"";"";""
"BROMELIACEAE";"Neoregelia bragarum";"";"";"";""
"BROMELIACEAE";"Neoregelia camorimiana";"";"";"";""
"BROMELIACEAE";"Neoregelia carinata";"";"";"";""
"BROMELIACEAE";"Neoregelia coimbrae";"";"";"";""
"BROMELIACEAE";"Neoregelia coriacea";"";"";"";""
"BROMELIACEAE";"Neoregelia correia-araujoi";"";"";"";""
"BROMELIACEAE";"Neoregelia desenganensis";"";"";"";""
"BROMELIACEAE";"Neoregelia eltoniana";"";"";"";""
"BROMELIACEAE";"Neoregelia fluminensis";"";"";"";""
"BROMELIACEAE";"Neoregelia fosteriana";"";"";"";""
"BROMELIACEAE";"Neoregelia gavionensis";"";"";"";""
"BROMELIACEAE";"Neoregelia ilhana";"";"";"";""
"BROMELIACEAE";"Neoregelia indecora";"";"";"";""
"BROMELIACEAE";"Neoregelia kuhlmannii";"";"";"";""
"BROMELIACEAE";"Neoregelia lactea";"";"";"";""
"BROMELIACEAE";"Neoregelia leucophoea";"";"";"";""
"BROMELIACEAE";"Neoregelia longipedicellata";"";"";"";""
"BROMELIACEAE";"Neoregelia macahensis";"";"";"";""
"BROMELIACEAE";"Neoregelia macwilliamsii";"";"";"";""
"BROMELIACEAE";"Neoregelia magdalenae";"";"";"";""
"BROMELIACEAE";"Neoregelia martinellii";"";"";"";""
"BROMELIACEAE";"Neoregelia nevaresii";"";"";"";""
"BROMELIACEAE";"Neoregelia petropolitana";"";"";"";""
"BROMELIACEAE";"Neoregelia roethii";"";"";"";""
"BROMELIACEAE";"Neoregelia rubrovittata";"";"";"";""
"BROMELIACEAE";"Neoregelia sapiatibensis";"";"";"";""
"BROMELIACEAE";"Neoregelia tenebrosa";"";"";"";""
"BROMELIACEAE";"Neoregelia uleana";"";"";"";""
"BROMELIACEAE";"Neoregelia watersiana";"";"";"";""
"BROMELIACEAE";"Nidularium altimontanum";"";"";"";""
"BROMELIACEAE";"Nidularium angustifolium";"";"";"";""
"BROMELIACEAE";"Nidularium apiculatum";"";"";"";""
"BROMELIACEAE";"Nidularium atalaiaense";"";"";"";""
"BROMELIACEAE";"Nidularium fradense";"";"";"";""
"BROMELIACEAE";"Nidularium fulgens";"";"";"";""
"BROMELIACEAE";"Nidularium itatiaiae";"";"";"";""
"BROMELIACEAE";"Nidularium mangaratibense";"";"";"";""
"BROMELIACEAE";"Nidularium organense";"";"";"";""
"BROMELIACEAE";"Nidularium rosulatum";"";"";"";""
"BROMELIACEAE";"Nidularium scheremetiewii";"";"";"";""
"BROMELIACEAE";"Nidularium utriculosum";"";"";"";""
"BROMELIACEAE";"Nidularium viridipetalum";"";"";"";""
"BROMELIACEAE";"Pitcairnia albiflos";"";"";"";""
"BROMELIACEAE";"Pitcairnia beycalema";"";"";"";""
"BROMELIACEAE";"Pitcairnia corcovadensis";"";"";"";""
"BROMELIACEAE";"Pitcairnia encholirioides";"";"";"";""
"BROMELIACEAE";"Pitcairnia insularis";"";"";"";""
"BROMELIACEAE";"Pitcairnia staminea";"";"";"";""
"BROMELIACEAE";"Pitcairnia suaveolens";"";"";"";""
"BROMELIACEAE";"Pitcairnia wendtiae";"";"";"";""
"BROMELIACEAE";"Quesnelia edmundoi";"";"";"";""
"BROMELIACEAE";"Quesnelia lateralis";"";"";"";""
"BROMELIACEAE";"Quesnelia seideliana";"";"";"";""
"BROMELIACEAE";"Tillandsia brachyphylla";"";"";"";""
"BROMELIACEAE";"Tillandsia carminea";"";"";"";""
"BROMELIACEAE";"Tillandsia grazielae";"";"";"";""
"BROMELIACEAE";"Tillandsia neglecta";"";"";"";""
"BROMELIACEAE";"Tillandsia nuptialis";"";"";"";""
"BROMELIACEAE";"Tillandsia organensis";"";"";"";""
"BROMELIACEAE";"Tillandsia reclinata";"";"";"";""
"BROMELIACEAE";"Tillandsia roseiflora";"";"";"";""
"BROMELIACEAE";"Tillandsia sucrei";"";"";"";""
"BROMELIACEAE";"Tillandsia thiekenii";"";"";"";""
"BROMELIACEAE";"Vriesea agostiniana";"";"";"";""
"BROMELIACEAE";"Vriesea altimontana";"";"";"";""
"BROMELIACEAE";"Vriesea altomacaensis";"";"";"";""
"BROMELIACEAE";"Vriesea atra";"";"";"";""
"BROMELIACEAE";"Vriesea atrococcinea";"";"";"";""
"BROMELIACEAE";"Vriesea bleherae";"";"";"";""
"BROMELIACEAE";"Vriesea botafogensis";"";"";"";""
"BROMELIACEAE";"Vriesea brassicoides";"";"";"";""
"BROMELIACEAE";"Vriesea costae";"";"";"";""
"BROMELIACEAE";"Vriesea croceana";"";"";"";""
"BROMELIACEAE";"Vriesea eltoniana";"";"";"";""
"BROMELIACEAE";"Vriesea fidelensis";"";"";"";""
"BROMELIACEAE";"Vriesea fluminensis";"";"";"";""
"BROMELIACEAE";"Vriesea fontourae";"";"";"";""
"BROMELIACEAE";"Vriesea fradensis";"";"";"";""
"BROMELIACEAE";"Vriesea garlippiana";"";"";"";""
"BROMELIACEAE";"Vriesea gastiniana";"";"";"";""
"BROMELIACEAE";"Vriesea goniorachis";"";"";"";""
"BROMELIACEAE";"Vriesea grandiflora";"";"";"";""
"BROMELIACEAE";"Vriesea joyae";"";"";"";""
"BROMELIACEAE";"Vriesea leptantha";"";"";"";""
"BROMELIACEAE";"Vriesea lidicensis";"";"";"";""
"BROMELIACEAE";"Vriesea nubicola";"";"";"";""
"BROMELIACEAE";"Vriesea pastuchoffiana";"";"";"";""
"BROMELIACEAE";"Vriesea pauciflora";"";"";"";""
"BROMELIACEAE";"Vriesea punctulata";"";"";"";""
"BROMELIACEAE";"Vriesea roethii";"";"";"";""
"BROMELIACEAE";"Vriesea rubyae";"";"";"";""
"BROMELIACEAE";"Vriesea saundersii";"";"";"";""
"BROMELIACEAE";"Vriesea secundiflora";"";"";"";""
"BROMELIACEAE";"Vriesea serrana";"";"";"";""
"BROMELIACEAE";"Vriesea sucrei";"";"";"";""
"BROMELIACEAE";"Vriesea teresopolitana";"";"";"";""
"BROMELIACEAE";"Vriesea thyrsoidea";"";"";"";""
"BROMELIACEAE";"Vriesea triligulata";"";"";"";""
"BROMELIACEAE";"Vriesea vidalii";"";"";"";""
"BROMELIACEAE";"Vriesea warmingii";"";"";"";""
"BROMELIACEAE";"Vriesea zildae";"";"";"";""
"BRUCHIACEAE";"Eobruchia bruchioides";"";"";"";""
"BRYACEAE";"Bryum atrovirens";"";"";"";""
"BRYACEAE";"Bryum torquatum";"";"";"";""
"BRYACEAE";"Bryum turbinatum";"";"";"";""
"BRYACEAE";"Gemmabryum clavatum";"";"";"";""
"BRYACEAE";"Ptychostomum caespiticium";"";"";"";""
"BURSERACEAE";"Tetragastris breviacuminata";"";"";"";""
"CACTACEAE";"Pilosocereus ulei";"";"";"";""
"CACTACEAE";"Rhipsalis flagelliformis";"";"";"";""
"CACTACEAE";"Rhipsalis mesembryanthemoides";"";"";"";""
"CACTACEAE";"Rhipsalis ormindoi";"";"";"";""
"CACTACEAE";"Rhipsalis pentaptera";"";"";"";""
"CALLIERGONACEAE";"Warnstorfia exannulata";"";"";"";""
"CALOPHYLLACEAE";"Kielmeyera excelsa";"";"";"";""
"CALOPHYLLACEAE";"Kielmeyera gracilis";"";"";"";""
"CALOPHYLLACEAE";"Kielmeyera insignis";"";"";"";""
"CALOPHYLLACEAE";"Kielmeyera rizziniana";"";"";"";""
"CAMPANULACEAE";"Lobelia glazioviana";"";"";"";""
"CAMPANULACEAE";"Lobelia santos-limae";"";"";"";""
"CAMPANULACEAE";"Siphocampylus viscidus";"";"";"";""
"CANELLACEAE";"Cinnamodendron sampaioanum";"";"";"";""
"CAPPARACEAE";"Neocalyptrocalyx eichleriana";"";"";"";""
"CELASTRACEAE";"Maytenus basidentata";"";"";"";""
"CELASTRACEAE";"Maytenus samydaeformis";"";"";"";""
"CEPHALOZIELLACEAE";"Cylindrocolea brasiliensis";"";"";"";""
"CHRYSOBALANACEAE";"Couepia parvifolia";"";"";"";""
"CHRYSOBALANACEAE";"Hirtella barrosoi";"";"";"";""
"CHRYSOBALANACEAE";"Licania glazioviana";"";"";"";""
"CLUSIACEAE";"Clusia fragrans";"";"";"";""
"CLUSIACEAE";"Clusia immersa";"";"";"";""
"CLUSIACEAE";"Clusia studartiana";"";"";"";""
"CLUSIACEAE";"Garcinia calyptrata";"";"";"";""
"CLUSIACEAE";"Tovomita glazioviana";"";"";"";""
"COMBRETACEAE";"Terminalia acuminata";"";"";"";""
"COMMELINACEAE";"Dichorisandra fluminensis";"";"";"";""
"COMMELINACEAE";"Dichorisandra gaudichaudiana";"";"";"";""
"COMMELINACEAE";"Dichorisandra nana";"";"";"";""
"COMMELINACEAE";"Dichorisandra odorata";"";"";"";""
"COMMELINACEAE";"Dichorisandra oxypetala";"";"";"";""
"COMMELINACEAE";"Siderasis fuscata";"";"";"";""
"CONNARACEAE";"Connarus marginatus";"";"";"";""
"CONVOLVULACEAE";"Bonamia langsdorffii";"";"";"";""
"CONVOLVULACEAE";"Bonamia umbellata";"";"";"";""
"CUCURBITACEAE";"Cayaponia latiloba";"";"";"";""
"CUCURBITACEAE";"Gurania cinerea";"";"";"";""
"CUCURBITACEAE";"Gurania cogniauxiana";"";"";"";""
"CUCURBITACEAE";"Gurania ovata";"";"";"";""
"CUCURBITACEAE";"Wilbrandia glaziovii";"";"";"";""
"CYPERACEAE";"Cyperus drummondii";"";"";"";""
"CYPERACEAE";"Eleocharis glaucovirens";"";"";"";""
"CYPERACEAE";"Eleocharis schenckii";"";"";"";""
"CYPERACEAE";"Hypolytrum glaziovii";"";"";"";""
"CYPERACEAE";"Pleurostachys douglasii";"";"";"";""
"CYPERACEAE";"Pleurostachys turbinata";"";"";"";""
"CYPERACEAE";"Rhynchospora luetzelburgiana";"";"";"";""
"CYPERACEAE";"Rhynchospora sampaioana";"";"";"";""
"CYPERACEAE";"Scleria bradei";"";"";"";""
"CYPERACEAE";"Trilepis tenuis";"";"";"";""
"DICHAPETALACEAE";"Stephanopodium estrellense";"";"";"";""
"DICHAPETALACEAE";"Stephanopodium organense";"";"";"";""
"DICHAPETALACEAE";"Stephanopodium sessile";"";"";"";""
"DICRANACEAE";"Dicranodontium pulchroalare";"";"";"";""
"DICRANACEAE";"Dicranoloma brasiliense";"";"";"";""
"DILLENIACEAE";"Davilla glaziovii";"";"";"";""
"DILLENIACEAE";"Doliocarpus littoralis";"";"";"";""
"DIOSCOREACEAE";"Dioscorea bradei";"";"";"";""
"DIOSCOREACEAE";"Dioscorea campanulata";"";"";"";""
"DIOSCOREACEAE";"Dioscorea campos-portoi";"";"";"";""
"DIOSCOREACEAE";"Dioscorea itatiaiensis";"";"";"";""
"DIOSCOREACEAE";"Dioscorea margarethia";"";"";"";""
"DIOSCOREACEAE";"Dioscorea oppositiflora";"";"";"";""
"DIOSCOREACEAE";"Dioscorea organensis";"";"";"";""
"DIOSCOREACEAE";"Dioscorea pedalis";"";"";"";""
"DIOSCOREACEAE";"Dioscorea pseudomacrocapsa";"";"";"";""
"DIOSCOREACEAE";"Dioscorea pumilio";"";"";"";""
"DIOSCOREACEAE";"Dioscorea septemnervis";"";"";"";""
"DIOSCOREACEAE";"Dioscorea sphaeroidea";"";"";"";""
"DITRICHACEAE";"Ceratodon purpureus";"";"";"";""
"DITRICHACEAE";"Cladastomum robustum";"";"";"";""
"DRYOPTERIDACEAE";"Ctenitis flexuosa";"open";"";"";""
"DRYOPTERIDACEAE";"Elaphoglossum didymoglossoides";"";"";"";""
"DRYOPTERIDACEAE";"Elaphoglossum hirtipes";"";"";"";""
"DRYOPTERIDACEAE";"Elaphoglossum itatiayense";"";"";"";""
"DRYOPTERIDACEAE";"Elaphoglossum macrorhizum";"";"";"";""
"DRYOPTERIDACEAE";"Elaphoglossum miersii";"";"";"";""
"DRYOPTERIDACEAE";"Elaphoglossum mourae";"";"";"";""
"DRYOPTERIDACEAE";"Elaphoglossum sehnemii";"";"";"";""
"DRYOPTERIDACEAE";"Polybotrya pilosa";"";"";"";""
"DRYOPTERIDACEAE";"Polystichum auritum";"";"";"";""
"DRYOPTERIDACEAE";"Polystichum pallidum";"";"";"";""
"ENTODONTACEAE";"Entodon virens";"";"";"";""
"ERICACEAE";"Agarista organensis";"";"";"";""
"ERICACEAE";"Agarista uleana";"";"";"";""
"ERICACEAE";"Gaylussacia angulata";"";"";"";""
"ERICACEAE";"Gaylussacia pruinosa";"";"";"";""
"ERICACEAE";"Gaylussacia retivenia";"";"";"";""
"ERIOCAULACEAE";"Leiothrix fluminensis";"";"";"";""
"ERIOCAULACEAE";"Leiothrix gounelleana";"";"";"";""
"ERIOCAULACEAE";"Paepalanthus calvoides";"";"";"";""
"ERIOCAULACEAE";"Paepalanthus elongatulus";"";"";"";""
"ERIOCAULACEAE";"Paepalanthus glabrifolius";"";"";"";""
"ERIOCAULACEAE";"Paepalanthus ovatus";"";"";"";""
"ERYTHROXYLACEAE";"Erythroxylum cincinnatum";"";"";"";""
"ERYTHROXYLACEAE";"Erythroxylum gaudichaudii";"";"";"";""
"ERYTHROXYLACEAE";"Erythroxylum glazioui";"";"";"";""
"ERYTHROXYLACEAE";"Erythroxylum lancifolium";"";"";"";""
"ERYTHROXYLACEAE";"Erythroxylum magnoliifolium";"";"";"";""
"ERYTHROXYLACEAE";"Erythroxylum occultum";"";"";"";""
"ERYTHROXYLACEAE";"Erythroxylum ovalifolium";"";"";"";""
"EUPHORBIACEAE";"Acalypha ampliata";"";"";"";""
"EUPHORBIACEAE";"Acalypha aspericocca";"";"";"";""
"EUPHORBIACEAE";"Acalypha macularis";"";"";"";""
"EUPHORBIACEAE";"Acalypha peckoltii";"";"";"";""
"EUPHORBIACEAE";"Acalypha pohliana";"";"";"";""
"EUPHORBIACEAE";"Acalypha radicans";"";"";"";""
"EUPHORBIACEAE";"Acalypha subsana";"";"";"";""
"EUPHORBIACEAE";"Actinostemon mandiocanus";"";"";"";""
"EUPHORBIACEAE";"Algernonia gibbosa";"";"";"";""
"EUPHORBIACEAE";"Algernonia glazioui";"";"";"";""
"EUPHORBIACEAE";"Algernonia paulae";"";"";"";""
"EUPHORBIACEAE";"Bernardia brevipes";"";"";"";""
